,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
53,-145.9399888,54.53104245,1,MDO1,MDO1,7/26/2019 21:50,207,18103.90977,2019,1,7/26/2019 13:15,7/27/2019 6:24,926.0042865,-897.486423,-4.13,1,53,179.8199555,652311.0448,0.497587969,0.954482904,11390.30432,0,14.13000011,0.119999997,13.391,0.739000114,0.97484384,1,0.97484384,18103.90993,7,14.2699995,-4.415,0.95873974,TRUE
865,-147.7241431,54.87275366,1,MDO1,MDO1,7/27/2019 9:57,208,18104.41542,2019,2,7/27/2019 6:20,7/27/2019 13:34,-1161.550706,1069.148502,-2.75,2,365,-78.58529362,145998.7509,0.536804906,3.338263139,728.9157309,0,13.97999954,0.149999991,14.281,-0.301000458,0.984955361,1,0.984955361,18104.41489,7,13.81999969,-3.63,0.953767187,TRUE
1059,-150.2218442,54.91533756,1,MDO1,MDO1,7/27/2019 22:07,208,18104.92237,2019,1,7/27/2019 13:15,7/28/2019 6:59,-67.68819057,-26.6013602,-5.87,3,59,-118.8887983,335769.1621,0.491265973,7.579352251,738.3418155,0,13.79999924,0.129999995,14.281,-0.481000763,0.984844249,1,0.984844249,18104.92182,7,13.60999966,-4.71,0.946106563,TRUE
1582,-146.9989278,55.87263542,1,MDO1,MDO1,7/29/2019 9:54,210,18106.41331,2019,2,7/29/2019 6:43,7/29/2019 13:05,-394.7729239,313.8028909,-5.18,4,82,26.01663658,142729.9313,0.32239573,1.103371039,2155.96758,0,13.15999985,0.129999995,12.281,0.878999847,0.963155664,1,0.963155664,18106.41285,7,13.67000008,-4.64,0.913032878,TRUE
2204,-147.8650639,55.958959,1,MDO1,MDO1,7/29/2019 21:57,210,18106.91514,2019,1,7/29/2019 13:00,7/30/2019 6:55,-18.09947436,36.01154686,-6.1,5,204,-166.3134179,112404.1005,0.354941039,2.59586615,721.6865455,0,13.40999985,0.129999995,12.281,1.128999847,0.943468088,1,0.943468088,18106.91524,7,13.58500004,-5.09,0.889795799,TRUE
2978,-145.2900763,57.31204863,1,MDO1,MDO1,8/1/2019 9:47,213,18109.4085,2019,2,8/1/2019 6:50,8/1/2019 12:44,46.1612483,-130.7315657,-6.16,6,478,135.767609,173510.1592,0.368791876,0.805110734,3591.848757,0,15.67000008,0.140000001,14.978,0.692000076,0.972188119,1,0.972188119,18109.40801,8,15.21499968,-4.99,0.9652931,TRUE
3147,-146.0460727,57.30512562,1,MDO1,MDO1,8/1/2019 21:50,213,18109.91025,2019,1,8/1/2019 12:50,8/2/2019 6:50,211.24834,-239.048349,-6.04,7,147,-98.25114133,202613.9949,0.249174144,4.605198415,733.2800047,0,15.71999931,0.140000001,14.978,0.741999313,0.96934099,1,0.96934099,18109.91008,8,15.31999969,-5.42,0.950414898,TRUE
3855,-146.953601,57.29190252,1,MDO1,MDO1,8/2/2019 9:54,214,18110.41335,2019,2,8/2/2019 6:46,8/2/2019 13:01,-478.8080152,346.7799379,-5.46,8,355,-43.02689927,344684.854,0.394621811,7.80989084,735.5733498,0,14.28999996,0.199999988,14.75,-0.460000038,0.966571745,0.891247711,0.861454855,18110.41258,8,14.60999966,-5.155,0.969320549,TRUE
4128,-146.9056995,58.08776861,1,MDO1,MDO1,8/5/2019 21:53,217,18113.91192,2019,1,8/5/2019 12:52,8/6/2019 6:54,77.18523059,-22.859875,-6.47,9,128,32.99931904,661992.4864,0.296317041,2.199934682,5015.243496,0,15.23999977,0.119999997,14.25,0.989999771,0.957494866,1,0.957494866,18113.91224,8,14.88000011,-5.375,0.940768973,TRUE
4519,-146.7602418,58.06883808,1,MDO1,MDO1,8/6/2019 9:52,218,18114.41192,2019,2,8/6/2019 6:52,8/6/2019 12:53,-131.1769089,109.3000512,-6.5,10,19,-161.8349814,224572.9228,0.290353488,5.164798143,724.6908675,0,15.3399992,0.119999997,13.453,1.886999199,0.860521724,1,0.860521724,18114.4118,8,14.75499964,-5.615,0.873136155,TRUE
5464,-147.0727413,58.41867708,1,MDO1,MDO1,8/6/2019 21:54,218,18114.91361,2019,1,8/6/2019 12:51,8/7/2019 6:56,4.078574491,-174.7730562,-6.64,11,464,72.98522406,92348.1447,0.355862255,2.155957431,713.8989494,0,15.46999931,0.119999997,13.453,2.016999313,0.842639264,1,0.842639264,18114.91262,8,14.7699995,-5.855,0.882943634,TRUE
5927,-146.3492991,58.81208261,1,MDO1,MDO1,8/7/2019 9:51,219,18115.40986,2019,2,8/7/2019 6:58,8/7/2019 12:44,-83.79345726,207.0352595,-6.86,12,427,-43.29746656,136366.0261,0.403175762,3.128745215,726.4148867,0,15.8399992,0.109999999,NA,NA,0,1,1,18115.41057,8,15.5,-6.08,1,TRUE
6232,-146.2870805,59.13809591,1,MDO1,MDO1,8/7/2019 21:50,219,18115.90986,2019,1,8/7/2019 12:42,8/8/2019 6:59,104.9393489,-18.97425558,-6.87,13,232,15.24746725,199128.627,0.31490631,4.633399797,716.2797504,0,15.69999981,0.119999997,NA,NA,0,1,1,18115.91036,8,15.63499975,-6.09,1,TRUE
6803,-147.1170817,58.89544422,1,MDO1,MDO1,8/8/2019 9:54,220,18116.41333,2019,2,8/8/2019 6:26,8/8/2019 13:21,-1982.445949,1859.212685,-3.88,14,303,43.90378851,268697.1608,0.361446257,6.334149921,707.0066338,0,14.98999977,0.119999997,NA,NA,0,1,1,18116.41262,8,15.53999996,-6.07,1,TRUE
7476,-147.0470653,58.89218641,1,MDO1,MDO1,8/8/2019 21:53,220,18116.9115,2019,1,8/8/2019 13:10,8/9/2019 6:37,1169.736883,-1018.545341,-5.09,15,476,-37.95049155,150510.577,0.301909937,3.453559772,726.3547706,0,14.98999977,0.119999997,NA,NA,0,1,1,18116.91238,8,15.57999945,-5.93,1,TRUE
7969,-146.9302774,59.12744029,1,MDO1,MDO1,8/9/2019 9:53,221,18117.41178,2019,2,8/9/2019 6:49,8/9/2019 12:57,-306.3021346,345.1667244,-6.19,16,469,-92.40108746,84713.04095,0.317756309,1.945160824,725.8443611,0,15.18999958,0.119999997,16.125,-0.93500042,0.961698651,1,0.961698651,18117.41201,8,15.7699995,-5.875,0.974111968,TRUE
8356,-145.215437,58.57738009,1,MDO1,MDO1,8/9/2019 21:46,221,18117.90671,2019,1,8/9/2019 12:59,8/10/2019 6:32,489.1255023,-405.9254698,-5.86,17,356,-39.06108094,234825.3445,0.371525147,5.360555772,730.1026064,0,16.06999969,0.109999999,16.125,-0.055000305,0.999874116,1,0.999874116,18117.9072,8,16.02000046,-5.68,0.991983431,TRUE
8874,-145.1373319,58.6207328,1,MDO1,MDO1,8/10/2019 9:45,222,18118.40498,2019,2,8/10/2019 6:34,8/10/2019 12:57,-318.3167831,655.3097428,-6.13,18,374,-82.61770903,135144.2934,0.349733622,3.089064486,729.1543769,0,16.27999878,0.119999997,15.364,0.915998779,0.963099259,1,0.963099259,18118.40693,8,16.28999901,-5.91,0.949714284,TRUE
9039,-145.8082847,59.31044392,1,MDO1,MDO1,8/10/2019 21:48,222,18118.90977,2019,1,8/10/2019 12:52,8/11/2019 6:44,376.2912296,-554.2539716,-6.45,19,39,-104.7128992,178802.2332,0.317805271,4.070689044,732.0719387,0,16.38999939,0.119999997,15.364,1.02599939,0.954623841,1,0.954623841,18118.90874,8,16.3599987,-6.24,0.938622866,TRUE
9710,-148.0341813,58.63942709,1,MDO1,MDO1,8/11/2019 9:57,223,18119.41797,2019,2,8/11/2019 6:39,8/11/2019 13:15,-852.3307724,315.8486831,-5.77,20,210,-135.0295069,175680.4299,0.357336989,4.019369935,728.4741668,0,16.09000015,0.119999997,15.547,0.543000153,0.985032169,1,0.985032169,18119.41487,8,15.68999958,-5.795,0.971233395,TRUE
10197,-148.1789154,58.56492831,1,MDO1,MDO1,8/11/2019 21:57,223,18119.91668,2019,1,8/11/2019 13:11,8/12/2019 6:44,53.13860141,-306.8500396,-6.43,21,197,-173.0570998,247679.8954,0.315145581,5.717638877,721.9760369,0,16.09000015,0.119999997,15.547,0.543000153,0.985032169,1,0.985032169,18119.91521,8,15.58999968,-5.755,0.964400242,TRUE
10906,-148.1372756,58.79066234,1,MDO1,MDO1,8/12/2019 9:57,224,18120.41688,2019,2,8/12/2019 6:37,8/12/2019 13:17,-727.7320184,409.8275426,-5.76,22,406,-91.96325406,115889.5531,0.336444028,2.653404224,727.9300052,0,16.70999908,0.119999997,17.891,-1.181000916,0.941206553,1,0.941206553,18120.41504,8,16.2149992,-5.91,0.875763613,TRUE
11202,-146.9674392,58.77057084,1,MDO1,MDO1,8/12/2019 21:52,224,18120.91164,2019,1,8/12/2019 13:18,8/13/2019 6:27,431.5443279,-416.3763496,-5.42,23,202,-25.80980678,258458.2912,0.322969961,5.91958476,727.6926274,0,16.02000046,0.129999995,17.891,-1.870999542,0.860904822,1,0.860904822,18120.91173,8,16.26000023,-5.25,0.878837214,TRUE
11661,-148.0403032,58.41995134,1,MDO1,MDO1,8/13/2019 9:57,225,18121.41502,2019,2,8/13/2019 6:25,8/13/2019 13:28,-540.0813966,475.7610638,-5.15,24,161,169.1888755,175453.2711,0.314712558,4.074655235,717.6610086,0,16.86999893,0.149999991,14.948,1.921998932,0.850678313,1,0.850678313,18121.41465,8,15.75999928,-5.3,0.933394163,TRUE
12190,-147.3936942,57.76720229,1,MDO1,MDO1,8/13/2019 21:54,225,18121.91287,2019,1,8/13/2019 13:22,8/14/2019 6:26,134.3338337,-147.6364908,-6.02,25,190,143.9215837,391068.0793,0.414932613,9.252567319,704.4316563,0,15.31999969,0.239999995,14.948,0.371999695,0.958707551,0.386724128,0.370755342,18121.91279,8,15.49499941,-5.035,0.935135076,TRUE
12788,-147.5821105,58.13661249,1,MDO1,MDO1,8/14/2019 9:55,226,18122.41324,2019,2,8/14/2019 6:26,8/14/2019 13:23,-109.8540752,111.8510602,-5.91,26,288,-120.1749182,73032.19882,0.460974975,1.680766778,724.195248,0,15.64999962,0.209999993,17.054,-1.404000381,0.899477789,1,0.899477789,18122.41325,8,15.52499962,-5.305,0.868993714,TRUE
13138,-147.3836094,58.02242764,1,MDO1,MDO1,8/14/2019 21:54,226,18122.91352,2019,1,8/14/2019 13:27,8/15/2019 6:20,364.0712606,-516.8303746,-5.61,27,138,52.88860999,105360.7916,0.170926536,2.458649459,714.2186075,0,15.36999989,0.189999998,17.054,-1.684000114,0.873216592,1,0.873216592,18122.91264,8,15.46999931,-5.57,0.850351378,TRUE
13592,-147.3097354,58.25993168,1,MDO1,MDO1,8/15/2019 9:53,227,18123.41315,2019,2,8/15/2019 6:24,8/15/2019 13:23,-307.0531502,171.4743948,-5.99,28,92,42.86459043,161998.9395,0.210258532,3.790005286,712.395398,0,15.5,0.149999991,17.795,-2.295,0.797960046,1,0.797960046,18123.41236,8,15.63999939,-5.465,0.782001169,TRUE
14457,-146.8643387,58.39158791,1,MDO1,MDO1,8/15/2019 21:51,227,18123.91155,2019,1,8/15/2019 13:18,8/16/2019 6:25,-144.7105072,59.43866617,-6.4,29,457,24.50314103,194226.4253,0.329658607,4.531271293,714.3926901,0,16.12999916,0.170000002,17.795,-1.665000839,0.87929059,1,0.87929059,18123.91106,8,15.85999966,-5.255,0.816816334,TRUE
14790,-147.1205734,58.29940663,1,MDO1,MDO1,8/16/2019 9:52,228,18124.41164,2019,2,8/16/2019 6:25,8/16/2019 13:19,65.89790442,-56.25937956,-6.51,30,290,14.03424701,304728.2907,0.449614454,7.104605127,714.8609604,0,15.97999954,0.159999996,16.068,-0.088000458,0.985471366,1,0.985471366,18124.4117,8,15.89999962,-5.38,0.969659966,TRUE
15055,-147.0299565,58.19734971,1,MDO1,MDO1,8/16/2019 21:52,228,18124.91296,2019,1,8/16/2019 13:18,8/17/2019 6:26,-143.7230331,-130.3717406,-6.83,31,55,-61.7706784,230420.8487,0.377853991,5.234156601,733.7089375,0,15.97999954,0.159999996,16.068,-0.088000458,0.985471366,1,0.985471366,18124.91138,8,15.86999989,-5.845,0.970181116,TRUE
15809,-147.9054429,58.25305998,1,MDO1,MDO1,8/17/2019 9:55,229,18125.41498,2019,2,8/17/2019 6:25,8/17/2019 13:25,-150.4153372,-64.19956402,-6.55,32,309,-60.38138523,74234.93655,0.321695785,1.70821995,724.291355,0,15.67000008,0.129999995,16.804,-1.133999924,0.943028995,1,0.943028995,18125.41373,8,15.54999971,-5.69,0.912498958,TRUE
16405,-147.8771992,58.34013099,1,MDO1,MDO1,8/17/2019 21:55,229,18125.91498,2019,1,8/17/2019 13:29,8/18/2019 6:21,151.6348824,-392.7300042,-6.26,33,405,-32.28333035,47497.77995,0.166770749,1.097010394,721.624581,0,15.67000008,0.129999995,16.804,-1.133999924,0.943028995,1,0.943028995,18125.91358,8,15.54999924,-5.81,0.907109518,TRUE
16654,-147.901956,58.52843068,1,MDO1,MDO1,8/18/2019 9:55,230,18126.41324,2019,2,8/18/2019 6:22,8/18/2019 13:28,-362.8833323,420.5959725,-6.33,34,154,89.04479126,44212.06282,0.161194547,1.02791557,716.8562622,0,14.88999939,0.119999997,14.958,-0.06800061,0.99693252,1,0.99693252,18126.41357,8,15.08499956,-6.12,0.982959966,TRUE
17013,-146.6881317,58.54806029,1,MDO1,MDO1,8/18/2019 21:50,230,18126.90851,2019,1,8/18/2019 13:29,8/19/2019 6:12,444.8421111,-165.5702268,-5.92,35,13,74.18157485,119287.0046,0.14042897,2.792283506,712.0038992,0,15.63999939,0.119999997,14.958,0.68199939,0.978116505,1,0.978116505,18126.91013,8,15.35999966,-5.61,0.974062314,TRUE
17722,-145.9747488,58.63699835,1,MDO1,MDO1,8/19/2019 9:47,231,18127.40476,2019,2,8/19/2019 6:12,8/19/2019 13:23,-158.6783985,730.1431535,-6.32,36,222,-31.08439183,16170.23737,0.211816078,0.374071107,720.4618356,0,15.38999939,0.119999997,15.633,-0.24300061,0.994689975,1,0.994689975,18127.40807,8,15.02999973,-6.03,0.966863871,TRUE
18396,-146.3384967,59.00213047,1,MDO1,MDO1,8/19/2019 21:48,231,18127.90817,2019,1,8/19/2019 13:27,8/20/2019 6:10,1002.334578,-859.9025098,-5.93,37,396,7.788085453,69629.30516,0.271689253,1.613520642,719.2275013,0,15.47999954,0.119999997,15.633,-0.153000458,0.996157927,1,0.996157927,18127.909,8,14.96999931,-6.34,0.970477609,TRUE
18584,-146.1186939,58.87224222,1,MDO1,MDO1,8/20/2019 9:47,232,18128.41539,2019,2,8/20/2019 6:06,8/20/2019 13:29,-1066.366374,-158.8702338,-5.89,38,84,132.9358397,46128.0666,0.353917338,1.071437586,717.5416654,0,15.3399992,0.119999997,17.729,-2.389000801,0.787386824,1,0.787386824,18128.4083,8,15.03999996,-5.325,0.732147146,TRUE
19466,-146.0263634,58.76568091,1,MDO1,MDO1,8/20/2019 21:47,232,18128.91178,2019,1,8/20/2019 13:35,8/21/2019 5:59,251.3670524,-911.2532249,-5.34,39,466,-177.240665,157133.3995,0.310120722,3.635312941,720.4029018,0,15.3399992,0.119999997,17.729,-2.389000801,0.787386824,1,0.787386824,18128.90796,8,15.07999992,-5.315,0.735991162,TRUE
19790,-146.5315058,58.88512501,1,MDO1,MDO1,8/21/2019 9:49,233,18129.40963,2019,2,8/21/2019 5:46,8/21/2019 13:52,-1670.12694,1610.310121,-3.83,40,290,-72.4020559,71209.64579,0.297081399,1.637937259,724.5866247,0,15.14999962,0.159999996,15.375,-0.225000381,0.983763869,1,0.983763869,18129.40928,8,14.94999981,-5.925,0.979491317,TRUE
20337,-145.4668329,58.47508119,1,MDO1,MDO1,8/21/2019 21:44,233,18129.90442,2019,1,8/21/2019 13:40,8/22/2019 5:49,889.4823828,-575.0956098,-5.05,41,337,31.80669194,144358.0918,0.240686466,3.366585451,714.6612588,0,15.09999943,0.140000001,15.375,-0.275000572,0.988357016,1,0.988357016,18129.90624,8,15,-5.405,0.980830571,TRUE
20501,-146.567994,58.15675037,1,MDO1,MDO1,8/22/2019 9:49,234,18130.4096,2019,2,8/22/2019 5:58,8/22/2019 13:40,-73.11168869,5.778205495,-5.81,42,1,-145.3502356,171916.7892,0.333534138,3.943868911,726.5149741,0,15.13000011,0.119999997,16.366,-1.235999886,0.936043738,1,0.936043738,18130.40921,8,14.84999943,-4.945,0.88819356,TRUE
21097,-146.0436515,58.15917776,1,MDO1,MDO1,8/22/2019 21:47,234,18130.90759,2019,1,8/22/2019 13:48,8/23/2019 5:45,509.5580249,-495.6964936,-4.79,43,97,-163.5520866,225523.3109,0.267828536,5.190099564,724.2099698,0,15.13999939,0.119999997,16.366,-1.22600061,0.936997715,1,0.936997715,18130.90767,8,14.88000011,-4.86,0.888973125,TRUE
21750,-147.7756852,57.53281092,1,MDO1,MDO1,8/23/2019 9:53,235,18131.41296,2019,2,8/23/2019 5:50,8/23/2019 13:57,-207.7822056,108.5876482,-5.02,44,250,-102.3693735,97936.28178,0.414806783,2.247506214,726.2588877,0,14.56999969,0.119999997,14.042,0.527999695,0.985687186,1,0.985687186,18131.41239,8,14.34000015,-4.38,0.982485745,TRUE
22265,-147.4649412,57.01706348,1,MDO1,MDO1,8/23/2019 21:52,235,18131.91123,2019,1,8/23/2019 13:57,8/24/2019 5:47,96.29428594,-60.35240773,-5.31,45,265,-143.0082669,244670.6093,0.535126197,5.589440768,729.5619824,0,14.35999966,0.119999997,14.042,0.317999657,0.992959789,1,0.992959789,18131.91143,8,14.29999924,-4.3,0.985941161,TRUE
22740,-147.9905668,56.64975557,1,MDO1,MDO1,8/24/2019 9:54,236,18132.41324,2019,2,8/24/2019 5:43,8/24/2019 14:05,-317.7602677,241.9572349,-4.88,46,240,44.21634936,170197.7706,0.37558013,3.983309129,712.1288904,0,14.36999989,0.119999997,14.931,-0.561000114,0.984222557,1,0.984222557,18132.4128,8,14.19999981,-4.23,0.970614963,TRUE
23338,-147.1184127,56.67838165,1,MDO1,MDO1,8/24/2019 21:50,236,18132.90977,2019,1,8/24/2019 14:00,8/25/2019 5:40,-54.72940524,144.2173007,-5.19,47,338,99.21222866,69019.31514,0.407857851,1.607897091,715.4201133,0,14.39999962,0.119999997,14.931,-0.531000381,0.98555759,1,0.98555759,18132.91029,8,14.2699995,-4.13,0.972882002,TRUE
23778,-148.4243494,56.12081986,1,MDO1,MDO1,8/25/2019 9:55,237,18133.41448,2019,2,8/25/2019 5:38,8/25/2019 14:13,-25.70482593,-87.77870321,-4.62,48,278,-165.6176319,478988.2089,0.584910735,10.97325602,727.5084807,0,14.21999931,0.129999995,15.1015,-0.881500687,0.962981223,0.876263411,0.843825211,18133.41382,8,14.18999958,-3.665,0.952087516,TRUE
24094,-148.7680925,55.26119495,1,MDO1,MDO1,8/25/2019 21:57,237,18133.91475,2019,1,8/25/2019 14:13,8/26/2019 5:41,-128.0500411,114.850455,-5.42,49,94,176.706892,331690.0442,0.603023278,7.69228357,718.664016,0,13.88999939,0.129999995,15.1015,-1.21150061,0.936002928,1,0.936002928,18133.91468,8,14.19499969,-3.96,0.95137908,TRUE
24967,-148.8172524,55.08039356,1,MDO1,MDO1,8/26/2019 9:57,238,18134.41484,2019,2,8/26/2019 5:38,8/26/2019 14:15,-48.30947227,27.57274102,-5.28,50,467,-13.67381545,85996.69901,0.334819278,1.987534734,721.1337202,0,14.13999939,0.140000001,14.696,-0.55600061,0.978961287,1,0.978961287,18134.41472,8,14.27999973,-4.365,0.981031512,TRUE
25172,-147.6604034,55.03332647,1,MDO1,MDO1,8/26/2019 21:52,238,18134.9115,2019,1,8/26/2019 14:26,8/27/2019 5:18,669.4254164,-686.3293049,-3.46,51,172,161.7073792,281461.9713,0.448254614,6.566996309,714.3346263,0,14.19999981,0.129999995,14.696,-0.496000191,0.984250674,1,0.984250674,18134.91141,8,14.24499989,-3.97,0.978989746,TRUE
25805,-150.2952119,47.91105013,2,FALL1,FALL,8/27/2019 10:02,239,18135.40981,2019,2,8/27/2019 5:27,8/27/2019 14:38,-125.5192698,1647.946851,-6.22,52,305,-164.4194313,557548.554,0.552215816,12.76683542,727.8605538,0,16.77999878,0.419999987,19.6695,-2.889501221,0.684944191,0.126324036,0.086524915,18135.41863,8,16.79999924,-5.47,0.4570653,TRUE
26480,-150.122483,47.50532432,2,FALL1,FALL,8/27/2019 22:01,239,18135.91461,2019,1,8/27/2019 14:34,8/28/2019 5:29,1460.692146,-866.3235411,-6.89,53,480,-164.5814321,915408.3455,0.494971441,10.50313603,1452.595273,0,16.82999992,0.399999976,19.6695,-2.839500076,0.693446079,0.470627664,0.326354908,18135.91805,8,17,-6.27,0.583504902,TRUE
26686,-149.206957,47.08413405,2,FALL1,FALL,8/28/2019 9:58,240,18136.41643,2019,2,8/28/2019 5:23,8/28/2019 14:32,-1184.556371,1006.070393,-6.93,54,186,-173.2477619,1438142.311,0.481802739,11.05379133,2168.399764,0,16.30999947,0.179999992,18.833,-2.523000534,0.759935783,0.198683996,0.150987078,18136.4154,8,16.40999985,-5.95,0.721500417,TRUE
27379,-148.3719387,46.63983061,2,FALL1,FALL,8/28/2019 21:54,240,18136.91296,2019,1,8/28/2019 14:46,8/29/2019 5:02,1841.493422,-1838.393483,-4.46,55,379,115.4807406,338602.8463,0.405607289,8.017515781,703.8814673,0,16.3599987,0.25,18.833,-2.473001297,0.759774401,0.881162878,0.669484998,18136.91298,8,16.63499928,-6.165,0.757363638,TRUE
