,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
61,-147.5097821,58.46176114,1,MDO1,MDO1,8/5/2018 9:56,217,17748.4147,2018,2,8/5/2018 7:00,8/5/2018 12:51,-163.061203,30.3288101,-6.48,1,61,-146.9051298,124924.2712,0.253084473,0.32757253,6356.061621,0,12.31999969,0.149999991,13.437,-1.117000305,0.907891119,1,0.907891119,17748.41393,8,12.44999981,-5.64,0.899661877,TRUE
903,-147.4830969,58.55665823,1,MDO1,MDO1,8/5/2018 21:55,217,17748.91442,2018,1,8/5/2018 12:57,8/6/2018 6:54,415.7351142,-519.5194768,-5.96,2,403,-174.6030111,217406.0278,0.485459658,5.023116906,721.3516754,0,12.31999969,0.149999991,13.437,-1.117000305,0.907891119,1,0.907891119,17748.91382,8,12.46000004,-5.73,0.895399544,TRUE
1084,-149.5871315,57.79213098,1,MDO1,MDO1,8/6/2018 10:04,218,17749.42109,2018,2,8/6/2018 6:57,8/6/2018 13:10,-296.093304,42.77021341,-6.21,3,84,-146.637776,282098.8994,0.480773255,6.437275389,730.3786211,0,12.10999966,0.179999992,12.812,-0.702000343,0.944469591,1,0.944469591,17749.41963,8,12.2699995,-5.465,0.928478383,TRUE
1525,-148.2766418,57.57925459,1,MDO1,MDO1,8/6/2018 21:58,218,17749.91631,2018,1,8/6/2018 13:17,8/7/2018 6:40,420.1921957,-482.6269719,-5.38,4,25,162.9681932,237195.9827,0.517941826,5.526741574,715.2978524,0,11.75999928,0.189999998,12.812,-1.052000725,0.905111511,1,0.905111511,17749.91595,8,12.34000015,-5.15,0.937054989,TRUE
2242,-146.575144,58.17099124,1,MDO1,MDO1,8/7/2018 9:52,219,17750.40964,2018,2,8/7/2018 6:20,8/7/2018 13:23,-1699.918009,1965.577317,-3.77,5,242,122.5697051,189867.4528,0.504937543,4.46286911,709.0634899,0,13.21000004,0.170000002,13.375,-0.164999962,0.980269942,1,0.980269942,17750.41118,8,13.09499979,-5.64,0.93300973,TRUE
2858,-145.2407555,58.10715981,1,MDO1,MDO1,8/7/2018 21:46,219,17750.90603,2018,1,8/7/2018 13:00,8/8/2018 6:32,602.2919422,-360.5900629,-5.65,6,358,58.89991758,313283.4421,0.501005797,7.440777017,701.7265388,0,14.03999996,0.159999996,13.375,0.664999962,0.954000747,1,0.954000747,17750.90743,8,13.34999943,-5.43,0.924309745,TRUE
3340,-146.0247927,57.73713403,1,MDO1,MDO1,8/8/2018 9:49,220,17751.4095,2018,2,8/8/2018 6:40,8/8/2018 12:59,93.26440274,-82.96098958,-6.46,7,340,-152.3552777,218581.1332,0.439491715,5.01278471,726.7455312,0,13.88999939,0.149999991,13.344,0.54599939,0.966370863,1,0.966370863,17751.40956,8,13.43999958,-5.34,0.945530853,TRUE
3877,-147.0043305,58.14149992,1,MDO1,MDO1,8/8/2018 21:53,220,17751.91298,2018,1,8/8/2018 13:10,8/9/2018 6:36,585.5107794,-714.2022035,-5.62,8,377,-122.0549695,130841.4659,0.261917717,2.997664323,727.4634058,0,13.50999928,0.129999995,13.344,0.165999275,0.990872174,1,0.990872174,17751.91224,8,13.55999947,-5.77,0.952785406,TRUE
4371,-146.6946865,58.3615818,1,MDO1,MDO1,8/9/2018 9:52,221,17752.41262,2018,2,8/9/2018 6:30,8/9/2018 13:14,-1092.71908,870.2674387,-5.11,9,371,-149.7431322,138351.4741,0.330646594,3.18183587,724.6941692,0,13.56999969,0.119999997,14.426,-0.856000305,0.948468609,1,0.948468609,17752.41133,8,13.69999981,-5.865,0.949562121,TRUE
4842,-147.9930137,58.96714103,1,MDO1,MDO1,8/9/2018 21:57,221,17752.9265,2018,1,8/9/2018 12:58,8/10/2018 6:56,-76.02078899,-1932.005267,-6.78,10,342,-103.075726,172622.088,0.318833571,3.932411712,731.6209519,0,12.81999969,0.119999997,14.426,-1.606000305,0.837799401,1,0.837799401,17752.91488,8,13.67000008,-6.14,0.912773084,TRUE
