,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
112,-145.0138582,58.73293025,1,MDO1,MDO1,7/22/2019 9:46,203,18099.40753,2019,2,7/22/2019 7:35,7/22/2019 11:57,-49.09964394,10.56735529,-6.5,1,112,134.0061124,106873.4364,0.532684961,0.513836492,3466.518954,0,16.32999992,0.119999997,14.417,1.912999924,0.8597739,1,0.8597739,18099.4073,7,15.34999943,-5.75,0.944007539,TRUE
628,-146.6078592,59.27232421,1,MDO1,MDO1,7/22/2019 21:52,203,18099.91431,2019,1,7/22/2019 11:58,7/23/2019 7:47,48.80739505,-491.1878061,-6.5,2,128,-131.2739668,101273.4424,0.289992999,2.32697681,725.3577689,0,14.64999962,0.159999996,14.417,0.232999619,0.983811569,1,0.983811569,18099.91175,7,15.28999996,-6.06,0.940240258,TRUE
1284,-148.2736454,58.96979351,1,MDO1,MDO1,7/23/2019 9:59,204,18100.41993,2019,2,7/23/2019 7:43,7/23/2019 12:15,-750.2010131,137.3110693,-6.14,3,284,-75.42632275,208761.3573,0.240487276,4.739796645,734.072834,0,15.44999981,0.179999992,14.106,1.343999809,0.913460437,1,0.913460437,18100.41638,7,15.02999973,-5.93,0.908783931,TRUE
1630,-147.6180007,58.9683361,1,MDO1,MDO1,7/23/2019 21:56,204,18100.91444,2019,1,7/23/2019 12:21,7/24/2019 7:32,460.3378871,-438.2382965,-5.68,4,130,-85.56476014,48891.40452,0.262369571,1.126422038,723.4026987,0,15.85999966,0.189999998,14.106,1.753999657,0.867295699,1,0.867295699,18100.91457,7,15.17000008,-5.615,0.911895306,TRUE
2388,-150.3466334,58.4655271,1,MDO1,MDO1,7/24/2019 10:07,205,18101.42618,2019,2,7/24/2019 7:24,7/24/2019 12:51,-961.0178448,266.513118,-4.69,5,388,-136.0066643,278215.7102,0.335834451,6.323719877,733.259631,0,13.10999966,0.189999998,14.713,-1.603000343,0.884584844,1,0.884584844,18101.42216,7,14.12999964,-4.65,0.921752284,TRUE
2626,-148.427425,57.8558643,1,MDO1,MDO1,7/24/2019 22:00,205,18101.91577,2019,1,7/24/2019 12:50,7/25/2019 7:10,184.1893369,0.08038395,-4.74,6,126,-125.0070332,108580.5385,0.353304919,2.49266321,726.0008632,0,15.52999973,0.129999995,14.713,0.816999733,0.967948133,1,0.967948133,18101.91684,7,14.85999966,-4,0.964948763,TRUE
3022,-146.2676138,57.90942383,1,MDO1,MDO1,7/25/2019 9:51,206,18102.40925,2019,2,7/25/2019 7:13,7/25/2019 12:29,189.9555379,85.29483931,-5.77,7,22,127.4803867,87598.27653,0.409003291,2.041014275,715.3165429,0,15.53999996,0.140000001,15.682,-0.142000038,0.990709152,1,0.990709152,18102.41084,7,15.56499958,-4.86,0.973974603,TRUE
3828,-148.0189584,58.14435345,1,MDO1,MDO1,7/25/2019 21:58,206,18102.91647,2019,1,7/25/2019 12:32,7/26/2019 7:24,273.8496938,-405.6668598,-5.99,8,328,-14.11773647,180343.3007,0.432623123,4.157344714,722.9907273,0,16.21999931,0.129999995,15.682,0.537999313,0.982799284,1,0.982799284,18102.91571,7,15.43999958,-5.67,0.981323864,TRUE
4462,-147.9090183,58.38281011,1,MDO1,MDO1,7/26/2019 9:58,207,18103.4161,2019,2,7/26/2019 7:26,7/26/2019 12:30,-284.4281273,164.2740949,-6.09,9,462,146.8023294,84648.98219,0.567908028,1.968123445,716.8332726,0,16.10000038,0.159999996,15.594,0.506000381,0.975983118,1,0.975983118,18103.4154,7,15.51499939,-5.575,0.977728221,TRUE
4609,-146.5361893,58.24603341,1,MDO1,MDO1,7/26/2019 21:52,207,18103.91089,2019,1,7/26/2019 12:28,7/27/2019 7:17,40.11945025,80.58192152,-6.04,10,109,175.2193703,102608.0246,0.47810977,2.377113852,719.4160019,0,15.67999935,0.189999998,15.594,0.085999352,0.977393125,1,0.977393125,18103.91159,7,15.5899992,-5.05,0.970165207,TRUE
