,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
51,-147.1891394,57.48017349,1,MDO1,MDO1,7/26/2018 9:55,207,17738.41385,2018,2,7/26/2018 7:11,7/26/2018 12:38,87.21607248,-165.2277783,-5.94,1,51,-166.6370746,220190.9641,0.401054666,1.055980779,3475.299433,0,12.10999966,0.25,12.562,-0.452000343,0.944442293,1,0.944442293,17738.4134,7,12.44999981,-4.845,0.921358601,TRUE
899,-148.2925158,57.3509114,1,MDO1,MDO1,7/26/2018 21:59,207,17738.91733,2018,1,7/26/2018 13:03,7/27/2018 6:56,1307.185529,-1455.900561,-4.38,2,399,-172.3371134,378025.4161,0.520419495,8.710124272,723.3448576,0,12.21999931,0.299999982,12.562,-0.342000687,0.933836558,1,0.933836558,17738.91647,7,12.24499989,-5.515,0.917712679,TRUE
1060,-146.8115739,58.227327,1,MDO1,MDO1,7/27/2018 9:53,208,17739.41085,2018,2,7/27/2018 7:12,7/27/2018 12:34,-451.5651656,711.3518133,-5.77,3,60,33.36280465,157902.8061,0.505001641,3.685436534,714.0845894,0,13.07999992,0.399999976,11.304,1.775999924,0.785729173,1,0.785729173,17739.41235,7,12.86999989,-5.665,0.804006782,TRUE
1765,-145.7429649,58.1581038,1,MDO1,MDO1,7/27/2018 21:49,208,17739.90737,2018,1,7/27/2018 12:27,7/28/2018 7:11,299.4151793,46.51152105,-6.14,4,265,74.73245799,25817.89574,0.235954372,0.599050911,718.2999876,0,13.86999989,0.370000005,11.304,2.565999886,0.669278181,1,0.669278181,17739.90938,7,12.93999958,-5.46,0.794066758,TRUE
2199,-145.3690509,58.22828456,1,MDO1,MDO1,7/28/2018 9:47,209,17740.40564,2018,2,7/28/2018 7:00,7/28/2018 12:35,-610.3474853,1075.737092,-5.42,5,199,40.84767737,227594.1153,0.238635788,5.343667669,709.8561308,0,13.07999992,0.280000001,11.607,1.472999924,0.845470428,0.847255738,0.716329671,17740.40833,7,12.92000008,-5.64,0.833108698,TRUE
2944,-146.4502272,58.84372483,1,MDO1,MDO1,7/28/2018 21:52,209,17740.91057,2018,1,7/28/2018 12:18,7/29/2018 7:25,60.44062037,69.4983022,-6.71,6,444,-67.06432691,179544.0436,0.493942349,4.091075237,731.4460267,0,13.13000011,0.439999998,11.607,1.523000114,0.807130716,1,0.807130716,17740.91132,7,13,-5.9,0.835036233,TRUE
3362,-146.6896496,58.79748049,1,MDO1,MDO1,7/29/2018 9:53,210,17741.41231,2018,2,7/29/2018 7:15,7/29/2018 12:31,-574.3135955,516.501996,-5.97,7,362,55.37798695,87686.88927,0.478978038,2.044002679,714.9932676,0,12.69999981,0.370000005,11.966,0.733999809,0.895120285,1,0.895120285,17741.41198,7,12.7699995,-5.71,0.889892507,TRUE
3706,-145.3186944,58.74187272,1,MDO1,MDO1,7/29/2018 21:47,210,17741.90565,2018,1,7/29/2018 12:27,7/30/2018 7:07,298.3887152,135.4916272,-5.98,8,206,152.6686231,100738.3937,0.220085487,2.342359284,716.7872325,0,12.64999962,0.25999999,11.966,0.683999619,0.928599714,1,0.928599714,17741.90816,7,12.64999962,-5.31,0.890336044,TRUE
4291,-145.7935568,58.4653805,1,MDO1,MDO1,7/30/2018 9:49,211,17742.40912,2018,2,7/30/2018 6:44,7/30/2018 12:54,-1266.516148,1326.046999,-4.16,9,291,-129.0859432,143179.2383,0.226759773,3.279722378,727.5983647,0,11.96000004,0.229999989,12.846,-0.885999962,0.921556368,1,0.921556368,17742.40947,7,12.40499973,-5.175,0.930596309,TRUE
4809,-145.5482892,58.38365746,1,MDO1,MDO1,7/30/2018 21:48,211,17742.90759,2018,1,7/30/2018 12:40,7/31/2018 6:57,440.5581595,-237.5566832,-5.54,10,309,158.5297651,107283.9582,0.223329041,2.492799688,717.2922792,0,12.34000015,0.219999999,12.846,-0.505999847,0.950874971,1,0.950874971,17742.90877,7,12.56999969,-5.22,0.932560442,TRUE
5045,-145.190539,58.37286345,1,MDO1,MDO1,7/31/2018 9:47,212,17743.40715,2018,2,7/31/2018 6:48,7/31/2018 12:45,-734.5613043,839.9336613,-5.07,11,45,-18.84664627,144004.6019,0.258812862,3.318894158,723.1555406,0,11.18999958,0.179999992,11.857,-0.66700042,0.956422055,1,0.956422055,17743.40776,7,11.86999989,-5.42,0.933120796,TRUE
5739,-146.2543007,58.7157787,1,MDO1,MDO1,7/31/2018 21:51,212,17743.91224,2018,1,7/31/2018 12:34,8/1/2018 7:08,183.0375291,-450.3843083,-6.21,12,239,-95.27104714,149611.5011,0.203782411,3.414581902,730.2577854,0,11.10999966,0.170000002,11.857,-0.747000343,0.953459657,1,0.953459657,17743.91069,7,11.88000011,-5.94,0.927629653,TRUE
