,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
477,-150.9525772,57.3434255,1,MDO1,MDO1,7/29/2019 10:10,210,18106.42464,2019,2,7/29/2019 7:08,7/29/2019 13:11,-744.4440719,603.4947545,-5.05,1,477,-128.4340176,354266.838,0.520287278,0.435100301,13570.31307,0,13.46000004,0.129999995,14.2915,-0.831499962,0.972643158,1,0.972643158,18106.42383,7,13.50999928,-5.02,0.9670516,TRUE
776,-149.1824045,56.88420606,1,MDO1,MDO1,7/29/2019 22:03,210,18106.91782,2019,1,7/29/2019 13:20,7/30/2019 6:45,1125.103095,-937.7443383,-3.99,2,276,137.6164232,155888.931,0.624305294,3.643517553,713.0880563,0,14.69999981,0.119999997,14.2915,0.408499809,0.991979957,1,0.991979957,18106.9189,7,13.85999966,-4.645,0.97073931,TRUE
1340,-149.3440099,56.41097771,1,MDO1,MDO1,7/30/2019 10:03,211,18107.41956,2019,2,7/30/2019 7:04,7/30/2019 13:03,153.6804655,-192.3294303,-6.12,3,340,26.29116778,249468.4126,0.601111009,5.832875519,712.8228372,0,14.63999939,0.119999997,12.773,1.86699939,0.889458793,1,0.889458793,18107.41934,7,13.90999985,-4.77,0.941341668,TRUE
1665,-149.4787528,56.29878124,1,MDO1,MDO1,7/30/2019 22:04,211,18107.91961,2019,1,7/30/2019 13:09,7/31/2019 6:59,166.4562692,-151.205593,-5.8,4,165,162.5057039,81138.58178,0.547111641,1.882384316,718.4025518,0,14.47999954,0.119999997,12.773,1.706999542,0.906335536,1,0.906335536,18107.9197,7,13.94999981,-4.995,0.93716758,TRUE
2110,-149.0836113,56.63494909,1,MDO1,MDO1,7/31/2019 10:02,212,18108.41798,2019,2,7/31/2019 6:46,7/31/2019 13:18,-883.0993603,987.9047683,-4.64,5,110,19.69775606,225935.215,0.411321649,5.266452042,715.0139955,0,14.88000011,0.119999997,13.318,1.562000114,0.920567298,1,0.920567298,18108.41858,7,14.46000004,-5.08,0.919933286,TRUE
2853,-148.352316,56.87769495,1,MDO1,MDO1,7/31/2019 21:59,212,18108.9162,2019,1,7/31/2019 13:17,8/1/2019 6:42,912.0663731,-854.6323536,-4.42,6,353,-74.48811848,69775.61136,0.648914315,1.605400614,724.3842101,0,14.63999939,0.119999997,13.318,1.32199939,0.941751587,1,0.941751587,18108.91653,7,14.61499977,-4.81,0.920113779,TRUE
3249,-146.2166543,57.56170371,1,MDO1,MDO1,8/1/2019 9:51,213,18109.40967,2019,2,8/1/2019 6:54,8/1/2019 12:47,-105.3447605,262.1649136,-6.02,7,249,75.67148418,154159.4092,0.772487157,3.618825536,709.9882161,0,15.80999947,0.149999991,14.4375,1.372499466,0.931268821,1,0.931268821,18109.41058,8,15.24499989,-5.245,0.951437935,TRUE
3649,-146.9463049,58.11743537,1,MDO1,MDO1,8/1/2019 21:54,213,18109.91265,2019,1,8/1/2019 12:46,8/2/2019 7:01,198.4757918,-209.7230293,-6.07,8,149,-21.01384706,171383.605,0.597242548,3.944539376,724.1386494,0,15.46000004,0.149999991,14.4375,1.022500038,0.956884068,1,0.956884068,18109.91259,8,15.38000011,-5.475,0.944558886,TRUE
4203,-148.2865922,57.84956903,1,MDO1,MDO1,8/2/2019 9:59,214,18110.41749,2019,2,8/2/2019 7:03,8/2/2019 12:55,-94.24521341,-113.5086772,-6.09,9,203,-24.2866269,353757.6088,0.464770087,8.079251174,729.7656701,0,14.61999989,0.159999996,13.516,1.103999886,0.949305826,1,0.949305826,18110.41629,8,14.46000004,-5.185,0.94044673,TRUE
4701,-148.1331982,57.60658583,1,MDO1,MDO1,8/2/2019 21:58,214,18110.91575,2019,1,8/2/2019 13:02,8/3/2019 6:55,293.9892508,-279.7869707,-5.72,10,201,94.67109208,109321.1389,0.237128389,2.556602303,712.6720409,0,14.39999962,0.170000002,13.516,0.883999619,0.960456988,1,0.960456988,18110.91583,8,14.46999931,-5.265,0.93577336,TRUE
