,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
12,-146.7675463,58.29298501,1,MDO1,MDO1,7/26/2019 9:53,207,18103.41283,2019,2,7/26/2019 7:22,7/26/2019 12:25,-230.5445546,126.6089334,-6.19,1,12,-168.5944222,126364.9469,0.367559232,0.33147777,6353.61595,0,15.64999962,0.189999998,14.793,0.856999619,0.956434421,1,0.956434421,18103.41223,7,15.55499935,-5.495,0.960714885,TRUE
926,-146.7278314,58.30355304,1,MDO1,MDO1,7/26/2019 21:53,207,18103.91283,2019,1,7/26/2019 12:23,7/27/2019 7:23,4.144517211,-127.3306526,-6.43,2,426,-173.921791,24510.83968,0.513080011,0.567242284,720.1754979,0,15.64999962,0.189999998,14.793,0.856999619,0.956434421,1,0.956434421,18103.91212,7,15.57999992,-5.62,0.951438828,TRUE
1362,-149.6697474,57.73754352,1,MDO1,MDO1,7/27/2019 10:05,208,18104.42321,2019,2,7/27/2019 7:20,7/27/2019 12:49,-310.7221823,-192.6493157,-5.81,3,362,-137.7833734,163560.6846,0.468235396,3.747722756,727.3780872,0,15.07999992,0.129999995,15.393,-0.313000076,0.994132093,1,0.994132093,18104.42029,7,14.42000008,-4.97,0.943712307,TRUE
1832,-148.8700963,57.66231073,1,MDO1,MDO1,7/27/2019 22:02,208,18104.918,2019,1,7/27/2019 12:51,7/28/2019 7:12,-90.15204125,102.1632722,-5.56,4,332,-148.1456197,274720.0937,0.401517689,6.27464482,729.709547,0,15.35999966,0.140000001,15.393,-0.033000343,0.994793869,1,0.994793869,18104.91807,7,14.81499958,-4.74,0.969758383,TRUE
2450,-146.9896428,57.79817477,1,MDO1,MDO1,7/28/2019 9:54,209,18105.41119,2019,2,7/28/2019 6:59,7/28/2019 12:49,-704.0276369,988.4683049,-5.05,5,450,148.1270977,186830.5435,0.368312966,4.365058837,713.3563391,0,14.0199995,0.170000002,13.808,0.211999504,0.985716102,1,0.985716102,18105.41284,7,14.40999985,-5.29,0.962166962,TRUE
2947,-147.5196851,57.91020335,1,MDO1,MDO1,7/28/2019 21:56,209,18105.9164,2019,1,7/28/2019 12:37,7/29/2019 7:16,230.6739139,-593.2058306,-6.32,6,447,-55.45364584,99129.03431,0.109990777,2.277264137,725.4979978,0,14.34999943,0.129999995,13.808,0.541999428,0.987616629,1,0.987616629,18105.9143,7,14.46999931,-5.81,0.949397672,TRUE
3201,-147.097508,58.62033333,1,MDO1,MDO1,7/29/2019 9:54,210,18106.41283,2019,2,7/29/2019 7:26,7/29/2019 12:23,10.9182258,38.4089183,-6.78,7,201,32.06338255,161905.6104,0.204531495,3.778934663,714.0707845,0,15.21000004,0.129999995,14.219,0.991000038,0.962540918,1,0.962540918,18106.41312,7,14.82999992,-6.06,0.964031195,TRUE
3610,-145.3856514,58.62252184,1,MDO1,MDO1,7/29/2019 21:48,210,18106.90809,2019,1,7/29/2019 12:21,7/30/2019 7:15,-119.7151081,165.1832748,-6.57,8,110,56.24730725,210384.4317,0.596626647,4.952986289,707.9379976,0,15.46000004,0.149999991,14.219,1.241000038,0.940300009,1,0.940300009,18106.90835,7,14.67999935,-5.585,0.974257229,TRUE
4128,-143.8158409,58.93974274,1,MDO1,MDO1,7/30/2019 9:41,211,18107.40288,2019,2,7/30/2019 7:08,7/30/2019 12:15,-232.1519929,422.0081845,-6.4,9,128,47.60508097,335942.2838,0.586568963,7.967461525,702.7380108,0,15.46999931,0.119999997,13.979,1.490999313,0.925288747,1,0.925288747,18107.40398,7,15.06499958,-6.01,0.947379103,TRUE
4892,-146.2432229,59.74508636,1,MDO1,MDO1,7/30/2019 21:51,211,18107.91283,2019,1,7/30/2019 12:27,7/31/2019 7:15,1146.663478,-1514.116467,-5.69,10,392,-25.38147037,102550.5765,0.407503368,2.3636619,723.1052271,0,15.59999943,0.119999997,13.979,1.620999428,0.912737688,1,0.912737688,18107.91071,7,15.23999977,-6.42,0.930781281,TRUE
5464,-149.5957863,58.54375748,1,MDO1,MDO1,7/31/2019 10:04,212,18108.42662,2019,2,7/31/2019 7:14,7/31/2019 12:55,-1593.535324,450.8536204,-5.57,11,464,-107.4830466,343960.9881,0.395199578,7.72040138,742.5369294,0,15.05999947,0.129999995,14.727,0.332999466,0.991118813,0.924227877,0.916019637,18108.42,7,14.88000011,-5.605,0.935916003,TRUE
5920,-147.5012086,58.07002275,1,MDO1,MDO1,7/31/2019 21:56,212,18108.91311,2019,1,7/31/2019 13:09,8/1/2019 6:43,1295.044877,-1111.459966,-4.03,12,420,92.88874159,233000.3089,0.516373341,5.514595552,704.1927998,0,15.22999954,0.119999997,14.727,0.502999542,0.988918901,1,0.988918901,18108.91417,7,15.35499954,-4.93,0.965191745,TRUE
6097,-146.6707492,58.13250958,1,MDO1,MDO1,8/1/2019 9:53,213,18109.41157,2019,2,8/1/2019 6:53,8/1/2019 12:52,-516.8640798,563.1445198,-5.31,13,97,118.5443141,208297.8183,0.452482015,4.906584985,707.5451288,0,15.96999931,0.149999991,15.194,0.775999313,0.97007492,1,0.97007492,18109.41184,8,15.42999935,-5.245,0.971974378,TRUE
6932,-146.7669923,58.32590955,1,MDO1,MDO1,8/1/2019 21:53,213,18109.91148,2019,1,8/1/2019 12:48,8/2/2019 6:58,288.2194112,-183.5311938,-5.72,14,432,-21.06312328,107677.9293,0.268255698,2.483542395,722.6098331,0,15.96999931,0.149999991,15.194,0.775999313,0.97007492,1,0.97007492,18109.91209,8,15.625,-5.22,0.966938052,TRUE
7453,-146.7161126,58.17633943,1,MDO1,MDO1,8/2/2019 9:53,214,18110.41176,2019,2,8/2/2019 7:01,8/2/2019 12:45,-29.85956801,58.0367912,-6.19,15,453,65.96597702,158534.6155,0.280523223,3.720826723,710.1227195,0,15.34999943,0.159999996,13.231,2.118999428,0.850934647,1,0.850934647,18110.41192,8,14.84999943,-5.41,0.881412873,TRUE
7972,-147.4784754,58.18148708,1,MDO1,MDO1,8/2/2019 21:56,214,18110.91368,2019,1,8/2/2019 12:50,8/3/2019 7:01,404.9170154,-347.2977128,-6.07,16,472,41.33986046,33688.79907,0.328911763,0.781515489,718.4502321,0,14.89999962,0.149999991,13.231,1.668999619,0.902168673,1,0.902168673,18110.91402,8,14.8399992,-5.685,0.891736756,TRUE
8441,-146.2855247,58.84197266,1,MDO1,MDO1,8/3/2019 9:51,215,18111.40979,2019,2,8/3/2019 7:09,8/3/2019 12:32,150.2738088,2.364611668,-6.78,17,441,-109.9579293,69985.91353,0.294480501,1.609939041,724.5192907,0,15.59999943,0.119999997,13.325,2.274999428,0.839691368,1,0.839691368,18111.41068,8,15.03999996,-5.8,0.893083724,TRUE
8807,-146.7184862,58.98007486,1,MDO1,MDO1,8/3/2019 21:53,215,18111.91148,2019,1,8/3/2019 12:33,8/4/2019 7:12,20.65313313,42.77441279,-6.91,18,307,-171.8421058,182624.1473,0.220199493,4.217101042,721.760223,0,15.30999947,0.119999997,13.325,1.984999466,0.875451322,1,0.875451322,18111.91185,8,15.05999947,-6.09,0.893300904,TRUE
9262,-147.7545513,58.83861288,1,MDO1,MDO1,8/4/2019 9:57,216,18112.41711,2019,2,8/4/2019 7:02,8/4/2019 12:51,-573.6788818,157.0487824,-5.95,19,262,-159.6107295,171111.6578,0.201817121,3.938566858,724.0859598,0,14.59999943,0.129999995,13.758,0.841999428,0.971410253,1,0.971410253,18112.4147,8,14.75499964,-5.71,0.937868824,TRUE
9799,-147.390217,58.40539521,1,MDO1,MDO1,8/4/2019 21:55,216,18112.91322,2019,1,8/4/2019 12:50,8/5/2019 7:00,82.44115214,-7.398560621,-6.38,20,299,161.4744442,137793.2684,0.38462918,3.203192514,716.9579924,0,14.89999962,0.119999997,13.758,1.141999619,0.956928602,1,0.956928602,18112.91365,8,14.67499971,-5.55,0.945206685,TRUE
10467,-149.9073012,57.91692999,1,MDO1,MDO1,8/5/2019 10:05,217,18113.42311,2019,2,8/5/2019 6:53,8/5/2019 13:17,-445.0525301,12.63415064,-5.28,21,467,-131.7986859,366297.0754,0.341151994,8.267928559,738.3894542,0,13.23999977,0.119999997,12.852,0.387999771,0.992345541,0.229258286,0.227503438,18113.42061,8,13.5199995,-4.81,0.921019219,TRUE
10519,-150.2728088,57.81533424,1,MDO1,MDO1,8/5/2019 22:07,217,18113.92311,2019,1,8/5/2019 13:16,8/6/2019 6:57,-60.46523032,-202.7491184,-5.73,22,19,154.888327,169112.5236,0.191490631,3.941362703,715.1186715,0,13.07999992,0.119999997,12.852,0.227999924,0.995652798,1,0.995652798,18113.92159,8,13.59999943,-5.005,0.939543837,TRUE
11136,-149.0420719,58.06662378,1,MDO1,MDO1,8/6/2019 10:02,218,18114.41621,2019,2,8/6/2019 6:59,8/6/2019 13:05,-106.9184157,438.878947,-6.28,23,136,130.2510544,142129.5733,0.182492574,3.324224344,712.5951732,0,13.65999985,0.119999997,14.643,-0.983000153,0.965390893,1,0.965390893,18114.41813,8,14.19999981,-5.93,0.940152251,TRUE
11677,-147.4361151,58.0215743,1,MDO1,MDO1,8/6/2019 21:55,218,18114.90976,2019,1,8/6/2019 13:30,8/7/2019 6:20,1962.261401,-1293.445231,-3.35,24,177,101.8181728,148238.4037,0.257998817,3.479181811,710.1209985,0,15.30999947,0.119999997,14.643,0.666999466,0.982533823,1,0.982533823,18114.91363,8,14.75999975,-4.955,0.959662628,TRUE
12151,-146.1081187,58.16521978,1,MDO1,MDO1,8/7/2019 9:50,219,18115.40677,2019,2,8/7/2019 6:37,8/7/2019 13:02,-273.3697926,815.3478357,-5.58,25,151,-34.4135465,182769.2896,0.247462342,4.190258608,726.9610571,0,15.88000011,0.109999999,14.473,1.407000114,0.935028276,1,0.935028276,18115.4099,8,15.30499935,-5.43,0.948413983,TRUE
12988,-145.6692541,58.17920507,1,MDO1,MDO1,8/7/2019 21:48,219,18115.9068,2019,1,8/7/2019 13:01,8/8/2019 6:35,759.9909638,-441.9330791,-5.62,26,488,126.003456,89772.17216,0.096137932,2.09258795,715.0011875,0,15.8399992,0.109999999,14.473,1.366999199,0.938555728,1,0.938555728,18115.90864,8,15.42499971,-5.62,0.943679544,TRUE
13139,-145.45234,58.1828876,1,MDO1,MDO1,8/8/2019 9:47,220,18116.40296,2019,2,8/8/2019 6:45,8/8/2019 12:49,192.1252467,678.4059512,-6.81,27,139,86.93242293,126241.5731,0.086725376,2.957729949,711.3652208,0,15.88000011,0.109999999,14.759,1.121000114,0.958252894,0.716230442,0.686329893,18116.408,8,15.65999985,-5.96,0.955341537,TRUE
13510,-144.9133776,58.38969855,1,MDO1,MDO1,8/8/2019 21:45,220,18116.90069,2019,1,8/8/2019 12:58,8/9/2019 6:32,1199.618563,-204.3564659,-5.79,28,10,96.40620026,136956.4791,0.105674156,3.212115478,710.6245091,0,15.90999985,0.109999999,14.759,1.150999847,0.956039056,0.785090346,0.750577034,18116.90645,8,15.69999981,-5.785,0.956039056,TRUE
14457,-144.439825,58.47459039,1,MDO1,MDO1,8/9/2019 9:43,221,18117.40332,2019,2,8/9/2019 6:35,8/9/2019 12:51,-23.77196761,329.3740387,-6.32,29,457,103.3223502,52760.53873,0.193710247,1.227424142,716.412756,0,16.07999992,0.109999999,16.396,-0.316000076,0.996617165,1,0.996617165,18117.40509,8,16.04499912,-5.665,0.987043074,TRUE
14864,-145.8291878,59.1186358,1,MDO1,MDO1,8/9/2019 21:48,221,18117.90881,2019,1,8/9/2019 12:58,8/10/2019 6:39,761.3045637,-745.5731593,-5.85,30,364,-45.94104319,72739.24465,0.4788657,1.675450943,723.5787769,0,16.13999939,0.119999997,16.396,-0.25600061,0.995197385,1,0.995197385,18117.9089,8,16.01000023,-6.185,0.986503843,TRUE
15116,-145.8904932,59.15488346,1,MDO1,MDO1,8/10/2019 9:48,222,18118.40829,2019,2,8/10/2019 6:36,8/10/2019 13:01,-887.0114117,1013.522012,-5.72,31,116,29.69521047,64065.53238,0.476308907,1.487732747,717.7087922,0,16.11999893,0.119999997,14.8955,1.224498932,0.948172256,1,0.948172256,18118.40902,8,15.96999931,-6.185,0.950973374,TRUE
15766,-145.5820014,59.28352464,1,MDO1,MDO1,8/10/2019 21:47,222,18118.90829,2019,1,8/10/2019 12:49,8/11/2019 6:45,317.9016473,-348.5930661,-6.7,32,266,-73.77575077,270223.0921,0.267458938,6.101417246,738.1429626,0,16.31999969,0.119999997,14.8955,1.424499695,0.931364688,0.677842017,0.631318119,18118.90811,8,16.38999939,-6.23,0.913570166,TRUE
16342,-147.6135298,58.963965,1,MDO1,MDO1,8/11/2019 9:55,223,18119.4166,2019,2,8/11/2019 6:44,8/11/2019 13:06,-434.2836498,-66.52833823,-6.2,33,342,-81.35271003,218830.269,0.228299818,4.962343496,734.9695066,0,15.46000004,0.140000001,15.461,-0.000999962,0.992245066,0.949078447,0.941718405,18119.4137,8,15.90999985,-5.65,0.965810857,TRUE
16601,-147.643747,58.75938032,1,MDO1,MDO1,8/11/2019 21:55,223,18119.91503,2019,1,8/11/2019 13:05,8/12/2019 6:45,-136.9565121,-87.92986939,-6.6,34,101,123.5614862,111504.9448,0.123566082,2.604656803,713.497358,0,15.88999939,0.119999997,15.461,0.42899939,0.991224037,1,0.991224037,18119.91373,8,15.88999939,-5.68,0.967523798,TRUE
17061,-147.0345392,59.00072371,1,MDO1,MDO1,8/12/2019 9:53,224,18120.41151,2019,2,8/12/2019 6:43,8/12/2019 13:02,-207.453472,288.3376985,-6.61,35,61,21.03443657,148403.9305,0.130564249,3.453448974,716.2112023,0,15.88999939,0.129999995,16.384,-0.49400061,0.986696823,0.918906978,0.906682595,18120.41198,8,16.33500004,-6.18,0.982662741,TRUE
17733,-145.3453179,58.72495671,1,MDO1,MDO1,8/12/2019 21:46,224,18120.90623,2019,1,8/12/2019 13:04,8/13/2019 6:28,391.2705847,-218.5651473,-6.14,36,233,-178.7839656,141694.7483,0.288276419,3.279415609,720.1219426,0,16.40999985,0.109999999,16.384,0.025999847,0.999977061,1,0.999977061,18120.90723,8,16.37999916,-5.78,0.983928479,TRUE
18272,-147.2420476,58.51950458,1,MDO1,MDO1,8/13/2019 9:53,225,18121.41484,2019,2,8/13/2019 6:28,8/13/2019 13:19,-209.866014,-205.5078736,-5.69,37,272,-113.9960613,155456.9312,0.263235276,3.550886424,729.662553,0,16.10000038,0.159999996,16.625,-0.524999619,0.978185503,1,0.978185503,18121.41243,8,16.12999916,-4.75,0.95465924,TRUE
