,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
470,-150.0876999,59.09205633,1,MDO1,MDO1,7/23/2019 10:06,204,18100.42286,2019,2,7/23/2019 7:50,7/23/2019 12:23,-1035.327469,787.3298925,-5.99,1,470,-97.68703371,216596.1882,0.502176886,0.732706791,4926.85002,0,14.57999992,0.269999981,13.575,1.004999924,0.913051532,1,0.913051532,18100.42142,7,14.49499941,-6.075,0.910878429,TRUE
526,-147.2903136,58.40856436,1,MDO1,MDO1,7/23/2019 21:55,204,18100.90751,2019,1,7/23/2019 12:30,7/24/2019 7:21,1174.964193,-112.2888537,-5.37,2,26,75.97227715,176553.7788,0.289317597,4.154467833,708.2887867,0,15.63000011,0.170000002,13.575,2.055000114,0.811058589,1,0.811058589,18100.91366,7,15.02999973,-4.76,0.832649527,TRUE
1300,-145.8652699,58.46507493,1,MDO1,MDO1,7/24/2019 9:49,205,18101.40751,2019,2,7/24/2019 7:01,7/24/2019 12:38,-1281.811068,1661.925488,-4.32,3,300,174.2763554,210576.2736,0.350397103,4.884129237,718.573238,0,16.37999916,0.179999992,14.279,2.100999161,0.802617143,1,0.802617143,18101.40971,7,15.43999958,-5.25,0.896568888,TRUE
1898,-145.836302,58.58118296,1,MDO1,MDO1,7/24/2019 21:49,205,18101.90897,2019,1,7/24/2019 12:11,7/25/2019 7:28,40.55283937,74.78528029,-6.4,4,398,139.5216183,149415.492,0.415084541,3.490991448,713.3383847,0,16.37999916,0.179999992,14.279,2.100999161,0.802617143,1,0.802617143,18101.90964,7,15.42000008,-5.52,0.902247571,TRUE
2061,-147.5149555,58.20285772,1,MDO1,MDO1,7/25/2019 9:56,206,18102.4139,2019,2,7/25/2019 7:28,7/25/2019 12:24,63.70027976,6.403444281,-6.31,5,61,-23.0902301,247424.0099,0.487903737,5.675323112,726.6077044,0,16.12999916,0.140000001,14.574,1.555999161,0.886235017,1,0.886235017,18102.41431,7,15.47499943,-5.5,0.9370509,TRUE
2902,-147.7371561,58.34162671,1,MDO1,MDO1,7/25/2019 21:57,206,18102.91564,2019,1,7/25/2019 12:36,7/26/2019 7:18,689.0157331,-811.8424936,-5.49,6,402,-14.67756752,116207.2558,0.510277217,2.68247818,722.0142967,0,16.23999977,0.129999995,14.574,1.665999771,0.873844744,1,0.873844744,18102.91493,7,15.44999981,-5.65,0.943805574,TRUE
3352,-148.6316753,58.28138109,1,MDO1,MDO1,7/26/2019 10:01,207,18103.41713,2019,2,7/26/2019 7:34,7/26/2019 12:27,150.5586594,-102.0557678,-6.6,7,352,26.76606668,322473.4357,0.505813315,7.568712788,710.1018909,0,15.5899992,0.140000001,13.339,2.250999199,0.784463212,1,0.784463212,18103.41741,7,15.32999992,-5.57,0.805643803,TRUE
3747,-146.7027506,57.96100233,1,MDO1,MDO1,7/26/2019 21:53,207,18103.91019,2019,1,7/26/2019 12:33,7/27/2019 7:12,286.6221837,35.79929923,-5.86,8,247,70.23177366,253080.0844,0.599213508,5.992362247,703.8962654,0,15.48999977,0.170000002,13.339,2.150999771,0.79636659,1,0.79636659,18103.91205,7,15.50999928,-5.105,0.783826914,TRUE
4253,-147.2341093,57.76396958,1,MDO1,MDO1,7/27/2019 9:55,208,18104.41371,2019,2,7/27/2019 7:12,7/27/2019 12:38,9.044450331,-41.49964308,-5.91,9,253,135.3459964,230953.1578,0.623611884,5.428413903,709.0872888,0,14.75999928,0.170000002,15.091,-0.331000725,0.980080717,1,0.980080717,18104.41353,7,14.96000004,-5.12,0.974967341,TRUE
4591,-147.225467,57.91779316,1,MDO1,MDO1,7/27/2019 21:55,208,18104.91371,2019,1,7/27/2019 12:44,7/28/2019 7:06,340.9930465,-378.3782128,-5.36,10,91,32.73644151,101138.5005,0.541847449,2.3532547,716.3022666,0,14.71999931,0.179999992,15.091,-0.371000687,0.975935351,1,0.975935351,18104.9135,7,15.04999924,-5.125,0.974986608,TRUE
