,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
78,-148.9891793,56.94018224,1,MDO1,MDO1,7/26/2019 10:02,207,18103.41867,2019,2,7/26/2019 7:13,7/26/2019 12:51,-100.520571,54.14317036,-5.84,1,78,-149.299196,315737.6571,0.632968732,0.56935817,9242.502453,0,15.82999992,0.119999997,13.9835,1.846499924,0.889837073,1,0.889837073,18103.4184,7,14.96000004,-4.98,0.955209371,TRUE
902,-147.5187495,56.60583972,1,MDO1,MDO1,7/26/2019 21:56,207,18103.91348,2019,1,7/26/2019 12:56,7/27/2019 6:56,348.2515934,-203.6652596,-5.23,2,402,-177.3864091,170208.5044,0.781026225,3.93725561,720.5039975,0,15.18999958,0.119999997,13.9835,1.20649958,0.949979848,1,0.949979848,18103.91432,7,15.06999969,-4.61,0.929929618,TRUE
1025,-145.2888845,57.03444181,1,MDO1,MDO1,7/27/2019 9:47,208,18104.40678,2019,2,7/27/2019 7:03,7/27/2019 12:32,185.8286631,46.42784882,-6.37,3,25,58.10269333,245346.6296,0.679153689,5.789730629,706.2695581,0,15.53999996,0.119999997,14.76,0.779999962,0.97730615,1,0.97730615,18104.40812,7,15.50999928,-5.26,0.962502037,TRUE
1586,-146.3812288,58.12571674,1,MDO1,MDO1,7/27/2019 21:52,208,18104.91149,2019,1,7/27/2019 12:31,7/28/2019 7:12,-5.397835425,-53.27772462,-6.05,4,86,144.8924035,94522.46251,0.553827241,2.199311853,716.3033169,0,15.02999973,0.209999993,14.76,0.269999733,0.974968938,1,0.974968938,18104.91115,7,15.05999947,-5.29,0.972258141,TRUE
2487,-146.5942659,58.07640337,1,MDO1,MDO1,7/28/2019 9:52,209,18105.41135,2019,2,7/28/2019 7:16,7/28/2019 12:28,188.2144608,-121.5105879,-6.45,5,487,-168.7573751,88965.09369,0.497407038,2.05604153,721.168099,0,14.42999935,0.170000002,13.875,0.554999352,0.977357762,1,0.977357762,18105.41174,7,14.49499989,-5.46,0.9668025,TRUE
2530,-147.5573169,58.40974875,1,MDO1,MDO1,7/28/2019 21:56,209,18105.91483,2019,1,7/28/2019 12:37,7/29/2019 7:16,376.9288475,-449.3605982,-5.94,6,30,-18.97992953,280666.4227,0.295103501,6.441144152,726.2333525,0,15.13000011,0.149999991,13.875,1.255000114,0.942100816,0.758889581,0.714950493,18105.91441,7,14.55499935,-5.76,0.964226375,TRUE
3459,-148.0900014,58.41783784,1,MDO1,MDO1,7/29/2019 9:58,210,18106.41648,2019,2,7/29/2019 7:16,7/29/2019 12:41,-443.4505049,338.5481514,-5.88,7,459,-79.30492571,278042.4141,0.417129309,6.273224544,738.7014768,0,15.38999939,0.119999997,15.125,0.26499939,0.995070879,1,0.995070879,18106.41588,7,14.65999985,-5.6,0.983191622,TRUE
3524,-147.3282103,58.33441039,1,MDO1,MDO1,7/29/2019 21:55,210,18106.91354,2019,1,7/29/2019 12:39,7/30/2019 7:11,248.8751661,-211.99254,-5.93,8,24,111.5070707,112145.9344,0.555188447,2.621978011,712.8583452,0,14.88000011,0.119999997,15.125,-0.244999886,0.995410664,1,0.995410664,18106.91375,7,14.69999981,-5.275,0.985294634,TRUE
4357,-147.2192437,58.63820953,1,MDO1,MDO1,7/30/2019 9:55,211,18107.41354,2019,2,7/30/2019 7:11,7/30/2019 12:39,-256.59246,239.0492972,-5.78,9,357,-92.5082772,170816.2795,0.54111992,3.890645172,731.7393043,0,15.78999996,0.109999999,17.266,-1.476000038,0.929321096,1,0.929321096,18107.41343,7,15.25,-5.27,0.865815843,TRUE
4956,-148.5454308,59.15957225,1,MDO1,MDO1,7/30/2019 22:00,211,18107.92169,2019,1,7/30/2019 12:34,7/31/2019 7:27,-96.73180999,-696.3173714,-6.34,10,456,-50.59774647,200691.5975,0.491970772,4.576840049,730.8229964,0,15.78999996,0.119999997,17.266,-1.476000038,0.927267803,1,0.927267803,18107.9171,7,15.21000004,-5.93,0.856151156,TRUE
