,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
448,-148.7376547,57.94220787,1,MDO1,MDO1,7/27/2018 10:01,208,17739.4171,2018,2,7/27/2018 7:19,7/27/2018 12:43,-184.1562137,288.4093152,-5.87,1,448,-138.5408191,214325.5576,0.579933968,0.725815741,4921.486852,0,11.97999954,0.310000002,10.854,1.125999542,0.88240687,1,0.88240687,17739.4177,7,12.28999996,-5.135,0.848777809,TRUE
945,-149.0153504,57.85108366,1,MDO1,MDO1,7/27/2018 22:02,208,17739.91869,2018,1,7/27/2018 13:10,7/28/2018 6:55,1854.214831,-1893.557556,-3.87,2,445,109.7998383,242519.5204,0.309883786,5.736471411,704.6129435,0,12.34000015,0.280000001,10.854,1.486000153,0.84539227,1,0.84539227,17739.91847,7,12.20499945,-5.685,0.842113803,TRUE
1313,-148.6008935,58.23388766,1,MDO1,MDO1,7/28/2018 10:00,209,17740.41652,2018,2,7/28/2018 7:24,7/28/2018 12:37,-132.0176771,268.6442068,-6.34,3,313,-0.414744647,97599.61348,0.277016269,2.259127268,720.0392149,0,12.09999943,0.329999983,11.25,0.849999428,0.898420565,1,0.898420565,17740.41731,7,11.80000019,-5.69,0.902520356,TRUE
1995,-145.0469554,57.66591819,1,MDO1,MDO1,7/28/2018 21:46,209,17740.90288,2018,1,7/28/2018 12:46,7/29/2018 6:47,799.3673774,-13.88565777,-4.94,4,495,104.8368762,402727.4727,0.494072987,9.673643786,693.8569059,0,13.25999928,0.229999989,11.25,2.009999275,0.777480516,0.809703034,0.629528333,17740.90743,7,13.10999966,-4.19,0.758281605,TRUE
2333,-143.3163844,57.67840537,1,MDO1,MDO1,7/29/2018 9:39,210,17741.40159,2018,2,7/29/2018 6:39,7/29/2018 12:39,-461.665328,637.8543061,-4.99,5,333,145.9505016,250345.5289,0.480478006,5.87178967,710.5883752,0,14.13999939,0.119999997,12.304,1.83599939,0.823985252,1,0.823985252,17741.40261,7,13.54999924,-4.86,0.856475535,TRUE
2863,-145.3626394,58.24225131,1,MDO1,MDO1,7/29/2018 21:47,210,17741.9085,2018,1,7/29/2018 12:31,7/30/2018 7:04,162.7694309,-199.8603362,-6.06,6,363,-42.32160437,303716.4788,0.357291423,6.897205003,733.9119702,0,12.84999943,0.229999989,12.304,0.545999428,0.946200275,0.978709583,0.926055277,17741.90828,7,12.77999973,-5.53,0.900770023,TRUE
3008,-146.34166,58.18097149,1,MDO1,MDO1,7/30/2018 9:51,211,17742.41197,2018,2,7/30/2018 7:05,7/30/2018 12:38,-117.5639458,-51.88569574,-6.01,7,8,-49.36826252,9872.382864,0.243238027,0.228371856,720.490333,0,11.55000019,0.25,11.937,-0.386999809,0.947552309,1,0.947552309,17742.41099,7,12.32499981,-5.225,0.921625869,TRUE
3511,-145.2768606,58.03212407,1,MDO1,MDO1,7/30/2018 21:47,211,17742.90681,2018,1,7/30/2018 12:43,7/31/2018 6:51,251.3918087,-42.87495521,-5.44,8,11,-99.59234642,275232.4073,0.236102031,6.212656123,738.3648309,0,12.92000008,0.219999999,11.937,0.983000076,0.91626028,0.257422702,0.235866197,17742.90801,7,12.47999954,-4.88,0.920233609,TRUE
4180,-143.930401,57.87462553,1,MDO1,MDO1,7/31/2018 9:42,212,17743.4029,2018,2,7/31/2018 6:41,7/31/2018 12:42,-636.718944,872.037314,-5.27,9,180,156.4864903,144831.8033,0.37158219,3.370935539,716.0811475,0,11.97999954,0.189999998,11.833,0.146999542,0.97588631,1,0.97588631,17743.40426,7,12.14999962,-5.36,0.933852415,TRUE
4808,-144.1081129,58.30342437,1,MDO1,MDO1,7/31/2018 21:42,212,17743.9041,2018,1,7/31/2018 12:28,8/1/2018 6:57,12.95004096,95.71902438,-6.36,10,308,33.49119065,3327.979394,0.374303039,0.077052957,719.8467844,0,11.77999973,0.159999996,11.833,-0.053000267,0.986587418,1,0.986587418,17743.90473,7,12.11999989,-5.555,0.931994718,TRUE
5080,-145.3475294,58.20070035,1,MDO1,MDO1,8/1/2018 9:47,213,17744.40939,2018,2,8/1/2018 6:35,8/1/2018 12:59,-1200.556567,987.7991064,-4.21,11,80,-166.7701441,229860.6385,0.212492147,5.294752457,723.5485837,0,10.80999947,0.159999996,11.654,-0.844000534,0.948863005,0.572678242,0.543393198,17744.40815,8,11.75999928,-5.005,0.934617488,TRUE
5700,-145.4174312,58.05645491,1,MDO1,MDO1,8/1/2018 21:47,213,17744.90983,2018,1,8/1/2018 12:52,8/2/2018 6:43,536.0360282,-796.1703284,-5.15,12,200,-164.8830409,196536.9672,0.156085729,4.527840165,723.4389909,0,10.88000011,0.149999991,11.654,-0.773999886,0.957752311,0.38175867,0.365630248,17744.90833,8,11.88000011,-5.25,0.936487091,TRUE
6026,-145.6143539,58.23877729,1,MDO1,MDO1,8/2/2018 9:48,214,17745.40992,2018,2,8/2/2018 6:48,8/2/2018 12:49,-552.6207635,366.8708105,-5.43,13,26,110.0292221,144002.6766,0.113187185,3.376771738,710.7512131,0,10.92999935,0.219999999,12.836,-1.906000648,0.801236541,0.74838269,0.599631558,17745.40885,8,11.96999931,-5.34,0.872812813,TRUE
6625,-145.8788447,58.3141659,1,MDO1,MDO1,8/2/2018 21:49,214,17745.90948,2018,1,8/2/2018 12:42,8/3/2018 6:56,-45.12702442,57.74023163,-6.19,14,125,-150.9198801,129097.0112,0.241638195,2.970846838,724.2436148,0,11.11999989,0.25999999,12.836,-1.716000114,0.823496867,1,0.823496867,17745.90956,8,12.15999985,-5.365,0.881701378,TRUE
7114,-146.7726529,58.36988397,1,MDO1,MDO1,8/3/2018 9:53,215,17746.4145,2018,2,8/3/2018 6:40,8/3/2018 13:06,-935.4880262,505.7433181,-4.46,15,114,-85.52869502,132525.293,0.203913737,3.029873102,728.9925381,0,12.79999924,0.229999989,13.669,-0.869000763,0.923773045,1,0.923773045,17746.41201,8,13.03999996,-4.91,0.907182212,TRUE
7631,-147.2694498,58.2238936,1,MDO1,MDO1,8/3/2018 21:55,215,17746.91651,2018,1,8/3/2018 13:01,8/4/2018 6:49,207.2204099,-751.8145434,-5.33,16,131,171.7537885,36773.32006,0.031249338,0.851709882,719.5979293,0,12.46999931,0.25999999,13.669,-1.199000687,0.883968857,1,0.883968857,17746.91336,8,12.92000008,-5.11,0.8720878,TRUE
8059,-146.7124444,58.42546952,1,MDO1,MDO1,8/4/2018 9:52,216,17747.41141,2018,2,8/4/2018 7:01,8/4/2018 12:44,-7.725017754,72.1395199,-6.6,17,59,122.4443589,164429.1195,0.180444743,3.857366397,710.4550212,0,12.55000019,0.159999996,12.594,-0.043999809,0.98332003,1,0.98332003,17747.41178,8,12.92999935,-5.95,0.907812373,TRUE
8823,-146.0753798,58.52587429,1,MDO1,MDO1,8/4/2018 21:50,216,17747.9094,2018,1,8/4/2018 13:04,8/5/2018 6:36,1270.588988,-1169.585615,-4.63,18,323,58.45318819,140921.0657,0.323100658,3.300074847,711.7064117,0,13.25999928,0.149999991,12.594,0.665999275,0.962781507,1,0.962781507,17747.90998,8,13.375,-5.655,0.905355346,TRUE
9416,-146.199248,58.54997748,1,MDO1,MDO1,8/5/2018 9:50,217,17748.41104,2018,2,8/5/2018 6:46,8/5/2018 12:55,-577.6607071,448.2260375,-5.6,19,416,-148.3894332,104488.2108,0.268515484,2.406299666,723.7129292,0,12.68999958,0.170000002,13.156,-0.46600042,0.968625174,1,0.968625174,17748.41029,8,12.84000015,-5.56,0.937010586,TRUE
9651,-146.4072244,58.44548072,1,MDO1,MDO1,8/5/2018 21:51,217,17748.91142,2018,1,8/5/2018 12:48,8/6/2018 6:54,56.3593224,-157.4913892,-6.46,20,151,-73.99718986,13166.3953,0.354573318,0.304433596,720.8137494,0,12.52999973,0.170000002,13.156,-0.626000267,0.959431053,1,0.959431053,17748.91083,8,12.89999962,-5.66,0.938813171,TRUE
10256,-149.5155242,57.51730176,1,MDO1,MDO1,8/6/2018 10:03,218,17749.42183,2018,2,8/6/2018 6:26,8/6/2018 13:41,-1830.230392,1415.732048,-3.33,21,256,-134.2675866,293915.8081,0.524044149,6.673865486,733.9969335,0,12.30000019,0.199999988,13.5465,-1.246499809,0.896121704,1,0.896121704,17749.41943,8,12.22499943,-5.08,0.865430391,TRUE
10662,-150.0500683,57.20471307,1,MDO1,MDO1,8/6/2018 22:06,218,17749.92183,2018,1,8/6/2018 13:15,8/7/2018 6:56,-111.1873542,-53.71132442,-6.44,22,162,174.2540077,423633.2675,0.634336399,9.845473812,717.1370919,0,12.79999924,0.189999998,13.5465,-0.746500763,0.944942632,1,0.944942632,17749.92087,8,12.42999935,-5.3,0.889500399,TRUE
11084,-149.4594429,57.71127406,1,MDO1,MDO1,8/7/2018 10:03,219,17750.41841,2018,2,8/7/2018 6:54,8/7/2018 13:12,-151.8508493,286.0639188,-6.28,23,84,-91.17776929,403347.4968,0.489234786,8.998735897,747.0447358,0,12.75999928,0.140000001,12.5,0.259999275,0.989593506,0.975134501,0.96498677,17750.41919,8,12.63499975,-5.61,0.965000425,TRUE
11627,-148.8367748,57.86453745,1,MDO1,MDO1,8/7/2018 22:01,219,17750.91668,2018,1,8/7/2018 13:06,8/8/2018 6:55,-93.2295825,221.0164274,-6.66,24,127,-2.35207753,90418.55023,0.427867587,2.092478338,720.1870672,0,13.03999996,0.140000001,12.5,0.539999962,0.977326636,1,0.977326636,17750.91742,8,12.65999985,-5.61,0.961574964,TRUE
12126,-149.0922949,57.92592605,1,MDO1,MDO1,8/8/2018 10:02,220,17751.41835,2018,2,8/8/2018 6:51,8/8/2018 13:12,-3.453182668,-42.80872077,-6.3,25,126,-174.4467735,127283.4274,0.493588395,2.943239765,720.7671227,0,12.56999969,0.129999995,12.469,0.100999695,0.992735404,1,0.992735404,17751.41808,8,12.86999989,-5.2,0.961738007,TRUE
12566,-146.7266501,57.68725815,1,MDO1,MDO1,8/8/2018 21:52,220,17751.90811,2018,1,8/8/2018 13:27,8/9/2018 6:17,862.4524793,-283.2159869,-4.15,26,66,147.299116,248312.987,0.316707305,5.82126327,710.9367144,0,14.07999992,0.119999997,12.469,1.610999924,0.860851762,1,0.860851762,17751.91147,8,13.43499947,-3.93,0.896610096,TRUE
13221,-143.7736786,57.75930014,1,MDO1,MDO1,8/9/2018 9:40,221,17752.39818,2018,2,8/9/2018 6:14,8/9/2018 13:07,-506.4468968,1375.909499,-5.06,27,221,34.99825449,316785.1714,0.36561132,7.460200788,707.7226213,0,14.42000008,0.119999997,16.1,-1.679999924,0.849890103,0.840337147,0.714194224,17752.40322,8,14,-5.31,0.728859135,TRUE
13636,-144.8475665,58.91715883,1,MDO1,MDO1,8/9/2018 21:44,221,17752.91024,2018,1,8/9/2018 12:53,8/10/2018 6:36,554.823853,-1261.511596,-6.14,28,136,-122.5630194,177645.1628,0.410106736,4.054029521,730.3234221,0,13.75,0.149999991,16.1,-2.35,0.726970874,1,0.726970874,17752.90615,8,13.78999996,-6.35,0.724150821,TRUE
14341,-146.931476,59.0697832,1,MDO1,MDO1,8/10/2018 9:53,222,17753.41371,2018,2,8/10/2018 6:50,8/10/2018 12:55,-381.3070254,65.9325887,-6.74,29,341,-76.62536605,169139.9798,0.329771422,3.854231594,731.4038075,0,13.53999996,0.109999999,13.58,-0.040000038,0.999909098,1,0.999909098,17753.41188,8,13.80499935,-6.075,0.979204473,TRUE
14815,-145.8287156,59.1036741,1,MDO1,MDO1,8/10/2018 21:48,222,17753.90806,2018,1,8/10/2018 12:57,8/11/2018 6:39,201.4101694,-78.36871803,-6.25,30,315,162.3807119,178591.9026,0.286447866,4.156297567,716.1498092,0,13.85999966,0.109999999,13.58,0.279999657,0.99555551,1,0.99555551,17753.90877,8,13.83500004,-5.72,0.985810508,TRUE
15114,-149.1619982,57.87156124,1,MDO1,MDO1,8/11/2018 10:01,223,17754.41974,2018,2,8/11/2018 6:33,8/11/2018 13:30,-445.3621918,140.2484053,-5.34,31,114,-88.88617144,356938.5167,0.472978175,7.995881752,744.0049095,0,12.65999985,0.140000001,13.214,-0.554000153,0.976493453,1,0.976493453,17754.41797,8,13.17499971,-4.865,0.960235142,TRUE
