,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
269,-148.0196002,57.95609755,1,MDO1,MDO1,7/29/2019 9:58,210,18106.41564,2019,2,7/29/2019 7:17,7/29/2019 12:39,-117.6189142,125.2593193,-6.38,1,269,-148.2196184,188651.2145,0.47164569,0.231896451,13558.58139,0,14.94999981,0.119999997,13.329,1.620999809,0.910112856,1,0.910112856,18106.41568,7,14.46000004,-5.53,0.947827768,TRUE
738,-148.8963517,58.32481789,1,MDO1,MDO1,7/29/2019 22:02,210,18106.92094,2019,1,7/29/2019 12:37,7/30/2019 7:26,35.82582075,-526.3748406,-6.6,2,238,39.4123359,86147.99183,0.20987769,2.004608025,716.2496836,0,14.34000015,0.119999997,13.329,1.011000153,0.962469889,1,0.962469889,18106.91811,7,14.34000015,-5.95,0.925302567,TRUE
1458,-147.229491,59.26856985,1,MDO1,MDO1,7/30/2019 9:55,211,18107.41227,2019,2,7/30/2019 7:28,7/30/2019 12:22,-401.8159259,608.0692535,-6.61,3,458,-104.5620667,149809.4149,0.385330692,3.419581238,730.1547786,0,15.86999989,0.119999997,14.361,1.508999886,0.921296253,1,0.921296253,18107.41346,7,15.22999954,-6.34,0.947041792,TRUE
1535,-145.6373231,59.00844966,1,MDO1,MDO1,7/30/2019 21:48,211,18107.90714,2019,1,7/30/2019 12:20,7/31/2019 7:17,482.1266524,-155.5278066,-6.62,4,35,146.2498041,225377.6735,0.547056243,5.281169956,711.2618205,0,15.98999977,0.109999999,14.361,1.628999771,0.911248774,1,0.911248774,18107.90903,7,15.10999966,-6.04,0.963946441,TRUE
2472,-147.8533738,58.25554497,1,MDO1,MDO1,7/31/2019 9:57,212,18108.41544,2019,2,7/31/2019 7:17,7/31/2019 12:37,-145.3154579,96.99727949,-6.66,5,472,-137.1071983,92202.69176,0.611364534,2.121789086,724.2527258,0,15.71999931,0.119999997,13,2.719999313,0.770748217,1,0.770748217,18108.41516,7,15.22999954,-5.785,0.826827807,TRUE
2862,-144.3307054,57.26209396,1,MDO1,MDO1,7/31/2019 21:43,212,18108.90503,2019,1,7/31/2019 12:37,8/1/2019 6:49,92.51301709,-34.85375937,-6.35,6,362,142.656411,374150.4301,0.664197135,8.846074194,704.9274474,0,15.68999958,0.119999997,13,2.68999958,0.775118577,1,0.775118577,18108.90536,7,15.03499985,-5.305,0.829515237,TRUE
3203,-145.2573813,57.43382442,1,MDO1,MDO1,8/1/2019 9:47,213,18109.40859,2019,2,8/1/2019 6:47,8/1/2019 12:47,-158.0829431,41.1564668,-5.82,7,203,-97.86879909,97289.14357,0.65004228,2.232250462,726.3905882,0,15.82999992,0.140000001,14.25,1.579999924,0.910311205,1,0.910311205,18109.40792,8,15.13000011,-4.96,0.946390846,TRUE
3953,-147.1417546,57.9798812,1,MDO1,MDO1,8/1/2019 21:54,213,18109.91537,2019,1,8/1/2019 12:49,8/2/2019 7:00,192.1805012,-579.6103185,-5.98,8,453,-115.4289031,127559.636,0.401334362,2.921295289,727.7572866,0,15.34999943,0.149999991,14.25,1.099999428,0.949304322,1,0.949304322,18109.91313,8,15.44999981,-5.605,0.924895236,TRUE
4183,-148.1309594,58.02940504,1,MDO1,MDO1,8/2/2019 9:58,214,18110.41868,2019,2,8/2/2019 6:53,8/2/2019 13:04,-973.2001301,485.443398,-5.12,9,183,89.56356741,158096.6708,0.262376051,3.715052659,709.2616862,0,14.8399992,0.159999996,14.216,0.623999199,0.97391651,1,0.97391651,18110.41585,8,14.48999977,-5.28,0.969002076,TRUE
4995,-149.7745407,58.28257965,1,MDO1,MDO1,8/2/2019 22:05,214,18110.92708,2019,1,8/2/2019 12:57,8/3/2019 7:13,63.34517042,-1218.515727,-6.26,10,495,-17.01478931,161610.9683,0.249834471,3.724508212,723.1870586,0,13.25999928,0.140000001,14.216,-0.956000725,0.961351305,1,0.961351305,18110.92039,8,14.11999989,-5.93,0.953560634,TRUE
5110,-150.753667,58.64001908,1,MDO1,MDO1,8/3/2019 10:09,215,18111.42705,2019,2,8/3/2019 7:15,8/3/2019 13:02,-1110.595273,426.3054014,-5.93,11,110,-138.3813317,154748.9964,0.3088735,3.547461106,727.041076,0,13.27999973,0.119999997,12.761,0.518999733,0.990659721,1,0.990659721,18111.42309,8,13.36000013,-5.98,0.930193224,TRUE
5772,-149.1272365,58.17701084,1,MDO1,MDO1,8/3/2019 22:02,215,18111.91853,2019,1,8/3/2019 12:56,8/4/2019 7:08,49.28939695,-46.89068058,-6.38,12,272,37.17681381,212192.4742,0.375098109,4.972349797,711.2414416,0,13.82999992,0.119999997,12.761,1.068999924,0.960969812,1,0.960969812,18111.91854,8,14.2699995,-5.61,0.9067776,TRUE
6115,-152.8735533,56.94287725,1,MDO1,MDO1,8/4/2019 10:17,216,18112.43235,2019,2,8/4/2019 6:51,8/4/2019 13:43,-1058.334273,465.010336,-4.36,13,115,-119.1267816,297942.1897,0.488293141,6.737085671,737.0699149,0,12.27999973,0.149999991,12.486,-0.206000267,0.988085384,1,0.988085384,18112.42891,8,13.20499992,-4.5,0.933606644,TRUE
6888,-152.1291014,56.50687846,1,MDO1,MDO1,8/4/2019 22:14,216,18112.92726,2019,1,8/4/2019 13:46,8/5/2019 6:43,630.3034642,-707.058256,-4.17,14,388,-45.93826178,561159.4689,0.554355757,12.53420482,746.1708139,0,13.59000015,0.170000002,12.486,1.104000153,0.944482659,0.178829955,0.168901791,18112.92681,8,13.35999966,-4.33,0.928179452,TRUE
7338,-151.9550406,56.42366857,1,MDO1,MDO1,8/5/2019 10:13,217,18113.42727,2019,2,8/5/2019 6:27,8/5/2019 14:00,-1633.123456,1465.729082,-2.75,15,338,-167.8721925,280130.3596,0.357232639,6.450763984,723.7653306,0,13.59000015,0.170000002,13.667,-0.076999847,0.98417038,1,0.98417038,18113.4263,8,13.3949995,-4.5,0.943343843,TRUE
7898,-151.5681241,56.28461815,1,MDO1,MDO1,8/5/2019 22:12,217,18113.92553,2019,1,8/5/2019 13:34,8/6/2019 6:50,-93.6499839,34.3280804,-5.57,16,398,-176.8000111,101833.0965,0.333563435,2.356216106,720.3151995,0,13.43999958,0.189999998,13.667,-0.22700042,0.977572626,1,0.977572626,18113.92519,8,13.35999966,-4.52,0.938045038,TRUE
8314,-149.8700519,56.83182504,1,MDO1,MDO1,8/6/2019 10:05,218,18114.41218,2019,2,8/6/2019 6:49,8/6/2019 13:21,-35.87484827,1462.635836,-5.89,17,314,133.0868174,287404.3961,0.270108722,6.782973595,706.1907587,0,13.68999958,0.119999997,14.444,-0.75400042,0.977800607,0.291320891,0.284853744,18114.42043,8,14.0449996,-5.48,0.936000985,TRUE
8791,-149.5237868,57.71890047,1,MDO1,MDO1,8/6/2019 22:03,218,18114.91738,2019,1,8/6/2019 13:06,8/7/2019 7:01,579.1840071,-225.44006,-6.67,18,291,17.32911941,184379.0597,0.329793484,4.290333705,716.2576479,0,13.42000008,0.119999997,14.444,-1.023999924,0.961583245,1,0.961583245,18114.91943,8,14.10500002,-6.22,0.948082514,TRUE
