,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
47,-140.4237707,56.97612024,1,MDO1,MDO1,7/22/2019 9:28,203,18099.39379,2019,2,7/22/2019 6:44,7/22/2019 12:11,-111.2290605,242.5760952,-5.52,1,47,125.3397855,440759.6997,0.631207671,1.502814542,4888.158047,0,15,0.119999997,14.594,0.406,0.98915264,1,0.98915264,18099.39455,7,15.19999981,-4.975,0.959837912,TRUE
983,-142.4482314,57.34490863,1,MDO1,MDO1,7/22/2019 21:36,203,18099.90071,2019,1,7/22/2019 12:05,7/23/2019 7:07,-129.8807318,39.3001929,-6.47,2,483,172.3053528,279672.6129,0.406671625,6.496178277,717.5311416,0,15.64999962,0.129999995,14.594,1.055999619,0.942943658,1,0.942943658,18099.90019,7,15.38000011,-5.41,0.940713095,TRUE
1400,-144.4169471,57.38882626,1,MDO1,MDO1,7/23/2019 9:44,204,18100.40769,2019,2,7/23/2019 6:57,7/23/2019 12:30,-529.3166297,180.9850551,-5.13,3,400,-140.894278,195529.759,0.481831594,4.475054898,728.2210811,0,15.67999935,0.149999991,16.635,-0.955000648,0.946702483,1,0.946702483,18100.40567,7,15.44999981,-4.72,0.904484952,TRUE
1738,-142.7104855,57.15270854,1,MDO1,MDO1,7/23/2019 21:37,204,18100.90068,2019,1,7/23/2019 12:35,7/24/2019 6:38,512.5706669,-468.1155049,-4.33,4,238,92.04227785,122876.5729,0.593489275,2.876743895,711.8961423,0,16.02999878,0.159999996,16.635,-0.605001221,0.968235823,1,0.968235823,18100.90094,7,15.50499964,-4.185,0.929723932,TRUE
2036,-141.0753296,56.95551689,1,MDO1,MDO1,7/24/2019 9:30,205,18101.39589,2019,2,7/24/2019 6:50,7/24/2019 12:11,223.2068429,-134.3441866,-6.14,5,36,68.52863794,211052.414,0.535965996,4.974632491,707.095497,0,15.13000011,0.140000001,14.409,0.721000114,0.966965622,1,0.966965622,18101.39641,7,15.38000011,-4.985,0.925443433,TRUE
2817,-144.2205524,57.83962047,1,MDO1,MDO1,7/24/2019 21:43,205,18101.90978,2019,1,7/24/2019 12:17,7/25/2019 7:09,252.1734741,-1052.558119,-6.03,6,317,-106.6672276,380644.9291,0.394732792,8.5201384,744.5984858,0,15.36999989,0.129999995,14.409,0.960999886,0.951502866,0.561803734,0.534557863,18101.90515,7,15.5199995,-5.84,0.901517099,TRUE
3319,-149.3148274,57.40539716,1,MDO1,MDO1,7/25/2019 10:03,206,18102.42156,2019,2,7/25/2019 7:18,7/25/2019 12:48,-463.0629466,72.97931276,-5.62,7,319,-103.4391533,378783.1884,0.594895882,8.478949433,744.5560549,0,16.07999992,0.129999995,14.227,1.852999924,0.845283273,1,0.845283273,18102.41931,7,14.72499943,-5.13,0.943643076,TRUE
3605,-147.2768918,57.17246615,1,MDO1,MDO1,7/25/2019 21:55,206,18102.91247,2019,1,7/25/2019 12:49,7/26/2019 7:02,92.72483328,110.5479587,-5.17,8,105,123.9695782,223379.76,0.509890274,5.260328633,707.7496976,0,15.38999939,0.129999995,14.227,1.16299939,0.932444546,1,0.932444546,18102.91365,7,15.13999939,-4.145,0.926773505,TRUE
4247,-146.5419154,57.194554,1,MDO1,MDO1,7/26/2019 9:52,207,18103.41061,2019,2,7/26/2019 6:54,7/26/2019 12:51,-371.7716633,543.9800298,-4.8,9,247,12.54908189,362604.9051,0.557436463,8.454791859,714.7917046,0,15.63999939,0.129999995,14.173,1.46699939,0.897942362,1,0.897942362,18103.41161,7,15.32999992,-4.595,0.909090322,TRUE
4979,-143.726288,56.29322198,1,MDO1,MDO1,7/26/2019 21:41,207,18103.90193,2019,1,7/26/2019 12:53,7/27/2019 6:29,697.4064786,-376.8695909,-4.26,10,479,36.36263565,156112.8442,0.677194339,3.643992179,714.0192979,0,15.34999943,0.119999997,14.173,1.176999428,0.933496745,1,0.933496745,18103.90378,7,15.32999992,-4.145,0.911184206,TRUE
