,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
241,-150.0040011,58.35330084,1,MDO1,MDO1,7/30/2019 10:06,211,18107.42231,2019,2,7/30/2019 7:17,7/30/2019 12:55,-732.2474195,534.5271061,-5.6,1,241,-117.45008,241514.877,0.674918416,6.637017998,606.4844109,0,13.84000015,0.119999997,13.156,0.684000153,0.976182066,1,0.976182066,18107.42117,7,14.34000015,-5.74,0.910432952,TRUE
563,-148.7994607,57.87255322,1,MDO1,MDO1,7/30/2019 22:01,211,18107.91752,2019,1,7/30/2019 12:44,7/31/2019 7:18,-109.8022017,159.1332557,-6.58,2,63,103.3807845,203816.7923,0.758724017,4.807399737,706.6078805,0,15.17000008,0.119999997,13.156,2.014000076,0.830335038,1,0.830335038,18107.91781,7,14.63999939,-5.54,0.895995924,TRUE
1200,-148.8247597,56.70913208,1,MDO1,MDO1,7/31/2019 10:01,212,18108.4105,2019,2,7/31/2019 7:11,7/31/2019 12:51,-248.6307111,1520.193654,-7,3,200,136.7519935,85857.03306,0.730135321,1.99815705,716.1351763,0,14.59999943,0.119999997,11.687,2.912999428,0.679992916,1,0.679992916,18108.41786,7,14.07999992,-5.4,0.753716288,TRUE
1975,-148.3397364,56.86645831,1,MDO1,MDO1,7/31/2019 21:59,212,18108.90689,2019,1,7/31/2019 12:55,8/1/2019 7:04,1735.409942,-75.81192666,-6.5,4,475,150.0993706,436771.393,0.835249535,10.31538304,705.6958704,0,14.50999928,0.119999997,11.687,2.822999275,0.696009132,1,0.696009132,18108.9165,7,13.88000011,-5.12,0.773118106,TRUE
2137,-148.175035,57.37719301,1,MDO1,MDO1,8/1/2019 9:59,213,18109.41574,2019,2,8/1/2019 7:07,8/1/2019 12:50,119.5264488,-71.19701585,-6.58,5,137,70.12698596,236186.7865,0.562311844,5.582059084,705.1961261,0,15.5,0.140000001,13.7115,1.7885,0.859393078,1,0.859393078,18109.41602,8,15,-5.32,0.880106491,TRUE
2857,-148.2008306,57.45066947,1,MDO1,MDO1,8/1/2019 21:59,213,18109.91546,2019,1,8/1/2019 12:56,8/2/2019 7:02,247.1486271,-142.1215586,-6.18,6,357,-12.87914607,149063.5399,0.173967537,3.440121228,722.181623,0,15.5,0.140000001,13.7115,1.7885,0.859393078,1,0.859393078,18109.91607,8,15.00999928,-5.555,0.87629263,TRUE
3009,-149.0694768,57.26683165,1,MDO1,MDO1,8/2/2019 10:02,214,18110.42231,2019,2,8/2/2019 6:52,8/2/2019 13:13,-750.1325446,84.15019915,-5.17,7,9,9.292286808,137051.0015,0.139586643,3.179099961,718.5000115,0,14.32999992,0.159999996,12.406,1.923999924,0.836988736,1,0.836988736,18110.41846,8,14.17999935,-4.655,0.809767295,TRUE
3872,-149.2254986,57.18915557,1,MDO1,MDO1,8/2/2019 22:03,214,18110.91912,2019,1,8/2/2019 13:11,8/3/2019 6:54,10.42756778,-54.07256932,-5.52,8,372,70.49377918,109085.9352,0.219936472,2.549354986,713.1603603,0,14.31999969,0.159999996,12.406,1.913999695,0.838404424,1,0.838404424,18110.91887,8,14.22999954,-4.76,0.826505716,TRUE
4396,-148.0377826,57.59620804,1,MDO1,MDO1,8/3/2019 9:58,215,18111.40706,2019,2,8/3/2019 6:41,8/3/2019 13:14,-802.9186328,2268.602324,-4.61,9,396,-177.9411427,84250.70016,0.197927202,1.949802772,720.1642936,0,14.13999939,0.140000001,12.989,1.15099939,0.9370484,1,0.9370484,18111.41554,8,14.30999947,-5.55,0.880529716,TRUE
4548,-146.8619579,57.53063096,1,MDO1,MDO1,8/3/2019 21:53,215,18111.9021,2019,1,8/3/2019 13:08,8/4/2019 6:39,1865.199728,-111.640087,-4.97,10,48,179.5237809,158722.8225,0.162182522,3.674802178,719.8701444,0,14.40999985,0.199999988,12.989,1.420999847,0.895316072,1,0.895316072,18111.91225,8,14.42999935,-4.85,0.865347799,TRUE
