,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
134,-147.0655075,59.18207417,1,MDO1,MDO1,7/31/2018 9:54,212,17743.41277,2018,2,7/31/2018 7:24,7/31/2018 12:25,-58.19597533,92.74053231,-6.72,1,134,-120.8520323,48176.05926,0.534590459,0.066277847,12114.6712,0,12.03999996,0.219999999,11.925,0.114999962,0.968171182,1,0.968171182,17743.41297,7,12.15999985,-5.9,0.937409824,TRUE
834,-145.8616401,58.90506212,1,MDO1,MDO1,7/31/2018 21:49,212,17743.90784,2018,1,7/31/2018 12:45,8/1/2018 6:54,1304.228138,-998.9981238,-5.05,2,334,30.42617953,84875.52684,0.381816049,1.972962155,716.9889755,0,11.25,0.209999993,11.925,-0.675,0.950373942,1,0.950373942,17743.9096,7,11.96999931,-5.755,0.936403255,TRUE
1075,-146.4350042,58.68484241,1,MDO1,MDO1,8/1/2018 9:52,213,17744.41089,2018,2,8/1/2018 6:42,8/1/2018 13:01,-1729.109084,1778.20914,-4.05,3,75,-33.01388631,172515.5373,0.358864091,3.957941663,726.4530912,0,11.21999931,0.239999995,12.075,-0.855000687,0.929529852,1,0.929529852,17744.41118,8,11.92999935,-5.71,0.925936056,TRUE
1900,-144.8385728,58.44746335,1,MDO1,MDO1,8/1/2018 21:45,213,17744.90583,2018,1,8/1/2018 12:35,8/2/2018 6:56,182.1410016,-28.30543254,-6.12,4,400,92.34450342,354065.209,0.371905912,8.482209637,695.7016001,0,10.42999935,0.149999991,12.075,-1.645000648,0.863019004,0.379270931,0.327318021,17744.90672,8,11.63000011,-5.365,0.922138195,TRUE
2072,-145.4175217,58.12424251,1,MDO1,MDO1,8/2/2018 9:47,214,17745.40771,2018,2,8/2/2018 6:41,8/2/2018 12:54,-928.8024064,1031.387637,-4.95,5,72,-137.697566,82166.1477,0.368799609,1.892218946,723.7195242,0,10.89999962,0.189999998,12.75,-1.850000381,0.827885124,1,0.827885124,17745.4083,8,12.07499981,-5.42,0.904586537,TRUE
2978,-145.4721907,58.15241587,1,MDO1,MDO1,8/2/2018 21:48,214,17745.90729,2018,1,8/2/2018 12:57,8/3/2018 6:38,1199.891363,-1003.459342,-4.81,6,478,80.12489377,120762.4181,0.501949941,2.827316441,711.8789181,0,10.92999935,0.219999999,12.75,-1.820000648,0.824500481,1,0.824500481,17745.90843,8,12.01999998,-5.42,0.905050052,TRUE
3160,-146.2561426,58.11978058,1,MDO1,MDO1,8/3/2018 9:51,215,17746.41076,2018,2,8/3/2018 6:49,8/3/2018 12:52,-319.3887527,287.3857251,-5.71,7,160,163.962454,161514.3121,0.442544881,3.75475334,716.9326337,0,13.56999969,0.199999988,12.493,1.076999695,0.917727696,1,0.917727696,17746.41058,8,13.43499947,-5.23,0.899143668,TRUE
3758,-147.4480423,58.41993966,1,MDO1,MDO1,8/3/2018 21:55,215,17746.91465,2018,1,8/3/2018 12:54,8/4/2018 6:57,386.3989329,-523.6631368,-5.89,8,258,-66.53591655,36981.22414,0.262625374,0.853346109,722.2787205,0,12.14999962,0.25999999,12.493,-0.343000381,0.948454661,1,0.948454661,17746.91386,8,12.68499947,-5.72,0.89825822,TRUE
4123,-147.0730483,58.6009996,1,MDO1,MDO1,8/4/2018 9:54,216,17747.4132,2018,2,8/4/2018 7:00,8/4/2018 12:47,-336.650937,265.9497585,-6.28,9,123,79.78052074,104384.4377,0.15841008,2.440414339,712.8873982,0,12.38000011,0.149999991,12.875,-0.494999886,0.975006104,1,0.975006104,17747.41279,8,12.71499968,-5.925,0.922666549,TRUE
4812,-145.8778697,58.29682912,1,MDO1,MDO1,8/4/2018 21:49,216,17747.90807,2018,1,8/4/2018 12:50,8/5/2018 6:48,402.6757483,-167.2174213,-6.01,10,312,45.10094442,201684.9667,0.327678275,4.733011998,710.2065477,0,13.44999981,0.129999995,12.875,0.574999809,0.976790199,1,0.976790199,17747.90943,8,13.53499985,-5.505,0.92078311,TRUE
