,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
145,-152.7466935,55.68432681,1,MDO1,MDO1,8/11/2019 10:16,223,18119.42849,2019,2,8/11/2019 6:27,8/11/2019 14:05,-987.5465271,895.0197317,-4.39,1,145,-134.47891,564238.0502,0.507257517,0.374715944,25096.25664,0,14.98999977,0.119999997,13.161,1.828999771,0.844431948,1,0.844431948,18119.42796,8,14.00999975,-4.81,0.936938249,TRUE
785,-153.8739249,55.70832718,1,MDO1,MDO1,8/11/2019 22:20,223,18119.9319,2019,1,8/11/2019 13:53,8/12/2019 6:47,212.5226192,-363.1822327,-6.29,2,285,118.142263,167482.547,0.345124251,3.928631702,710.5211163,0,13.5199995,0.119999997,13.161,0.358999504,0.990497779,1,0.990497779,18119.93103,8,13.97999954,-5.58,0.925295424,TRUE
1473,-153.473222,56.16050159,1,MDO1,MDO1,8/12/2019 10:18,224,18120.41299,2019,2,8/12/2019 6:29,8/12/2019 14:08,-1468.730372,4384.773757,-4.27,3,473,27.63811645,71369.26188,0.153708407,1.657160717,717.7865645,0,12.82999992,0.119999997,15.569,-2.739000076,0.687091366,1,0.687091366,18120.42986,8,14.28999996,-6.01,0.837710442,TRUE
1612,-149.0800133,56.19650238,1,MDO1,MDO1,8/12/2019 22:01,224,18120.89958,2019,1,8/12/2019 13:43,8/13/2019 6:18,2893.043176,220.046475,-5.2,4,112,54.54419515,443519.7134,0.486047468,10.61128952,696.6161096,0,14.21999931,0.140000001,15.569,-1.349000687,0.906126117,0.364443435,0.330231715,18120.9176,8,14.7949996,-4.5,0.861744114,TRUE
2178,-146.483727,56.04664835,1,MDO1,MDO1,8/13/2019 9:50,225,18121.4069,2019,2,8/13/2019 6:12,8/13/2019 13:29,-150.682353,743.1234188,-5.89,5,178,-8.098859971,53062.97484,0.452005231,1.227639683,720.3929024,0,14.19999981,0.299999982,13.687,0.512999809,0.932401521,1,0.932401521,18121.41033,8,14.88000011,-5.22,0.847527441,TRUE
2526,-146.4500643,56.52182794,1,MDO1,MDO1,8/13/2019 21:50,225,18121.90841,2019,1,8/13/2019 13:22,8/14/2019 6:18,328.5052745,-23.55685713,-6.47,6,26,32.60884182,203752.0175,0.631414935,4.76429011,712.7750159,0,14.60999966,0.289999992,13.687,0.922999657,0.910839939,1,0.910839939,18121.91017,8,14.98999977,-5.505,0.853675848,TRUE
3399,-146.1656797,57.0037118,1,MDO1,MDO1,8/14/2019 9:49,226,18122.40898,2019,2,8/14/2019 6:17,8/14/2019 13:21,-116.7872924,175.5537971,-6.26,7,399,2.756630977,820021.9253,0.953309914,19.05291305,717.3198161,0,15.10999966,0.289999992,14.786,0.323999657,0.944733625,0.395615744,0.373751496,18122.40932,8,15.15499973,-5.355,0.910620158,TRUE
3667,-145.4726405,56.94563636,1,MDO1,MDO1,8/14/2019 21:46,226,18122.90743,2019,1,8/14/2019 13:19,8/15/2019 6:13,40.2297865,-58.7010301,-6.38,8,167,122.2136257,136188.8874,0.45943576,3.186453809,712.3325574,0,15.25999928,0.269999981,14.786,0.473999275,0.945231376,1,0.945231376,18122.90733,8,15.25999928,-5.21,0.901556242,TRUE
4271,-145.1664336,57.43154926,1,MDO1,MDO1,8/15/2019 9:45,227,18123.40467,2019,2,8/15/2019 6:01,8/15/2019 13:28,-792.551415,1093.507956,-5.04,9,271,-174.4224325,277444.626,0.255375084,6.407210591,721.6989411,0,15.17999935,0.179999992,16.417,-1.237000648,0.909382636,0.345456415,0.314152065,18123.40641,8,15.30999947,-5.485,0.899752408,TRUE
4962,-145.1906385,57.80428492,1,MDO1,MDO1,8/15/2019 21:45,227,18123.90588,2019,1,8/15/2019 13:18,8/16/2019 6:11,481.5068038,-389.628888,-6.05,10,462,175.5275899,181719.2383,0.701327369,4.212619817,718.9478527,0,15.53999996,0.209999993,16.417,-0.877000038,0.935022091,1,0.935022091,18123.90641,8,15.71999979,-5.59,0.925698022,TRUE
5050,-153.8324639,55.54582424,1,MDO1,MDO1,8/16/2019 10:19,228,18124.43202,2019,2,8/16/2019 6:05,8/16/2019 14:34,-787.639714,497.9329092,-2.76,11,50,-117.1777849,589927.114,0.871070635,13.0534359,753.2207335,0,14.65999985,0.109999999,13.187,1.472999847,0.897351291,1,0.897351291,18124.43034,8,14.42000008,-3,0.848396698,TRUE
5780,-155.1690119,54.61781742,1,MDO1,MDO1,8/16/2019 22:24,228,18124.93426,2019,1,8/16/2019 14:29,8/17/2019 6:20,233.8483503,-281.9034751,-4.57,12,280,-173.7360237,211296.6483,0.548343609,4.882151066,721.3236046,0,14.10999966,0.119999997,13.187,0.922999657,0.955602231,1,0.955602231,18124.93398,8,14.25,-4.035,0.925170545,TRUE
6321,-154.0106805,54.65517142,1,MDO1,MDO1,8/17/2019 10:20,229,18125.41033,2019,2,8/17/2019 6:28,8/17/2019 14:11,215.0761124,3304.21818,-6.26,13,321,129.7486037,278832.3771,0.260246632,6.576786516,706.6074401,0,14.94999981,0.109999999,15.577,-0.627000191,0.980567191,0.302522586,0.296643723,18125.43069,8,14.67000008,-5.53,0.923690713,TRUE
