,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
154,-148.0369293,59.2601007,1,MDO1,MDO1,7/27/2020 9:58,209,18470.42075,2020,2,7/27/2020 7:25,7/27/2020 12:31,-1330.15309,466.0256172,-5.67,1,154,-98.84876742,97886.74269,0.445620249,0.152775939,10678.68227,0,13.84000015,0.119999997,16.364,-2.523999847,0.77035902,1,0.77035902,18470.41575,7,13.86999989,-5.98,0.773503254,TRUE
854,-146.6407688,58.75607651,1,MDO1,MDO1,7/27/2020 21:53,209,18470.91216,2020,1,7/27/2020 12:24,7/28/2020 7:21,41.36444566,-92.92834892,-6.3,2,354,-24.89373568,277737.7145,0.449043566,6.357871236,728.0678921,0,14.42000008,0.119999997,16.364,-1.943999924,0.855619898,1,0.855619898,18470.91187,7,13.94999981,-5.665,0.78440951,TRUE
1335,-148.4933757,58.3993795,1,MDO1,MDO1,7/28/2020 10:00,210,18471.41774,2020,2,7/28/2020 6:58,7/28/2020 13:02,-1502.415358,1374.565711,-4.14,3,335,9.376422279,358333.6845,0.443315058,8.341137928,715.9968013,0,14.17999935,0.129999995,14.398,-0.218000648,0.992422182,0.962568654,0.955274484,18471.417,7,14.09999943,-5.47,0.98595835,TRUE
1714,-148.1340608,58.18302403,1,MDO1,MDO1,7/28/2020 21:59,210,18471.91728,2020,1,7/28/2020 12:40,7/29/2020 7:17,59.91407277,-281.9018584,-6.16,4,214,-143.2233977,271889.3282,0.646561952,6.198578039,731.0529569,0,14.35999966,0.119999997,14.398,-0.038000343,0.997095406,1,0.997095406,18471.916,7,14.13999939,-5.525,0.987494528,TRUE
2499,-147.2468972,58.75140158,1,MDO1,MDO1,7/29/2020 9:55,211,18472.41381,2020,2,7/29/2020 7:24,7/29/2020 12:26,139.3294,-189.1282156,-6.65,5,499,150.6447349,126273.8084,0.637326766,2.940540764,715.7062739,0,14.39999962,0.119999997,12.3615,2.038499619,0.842675458,1,0.842675458,18472.41352,7,14.43999958,-5.56,0.827746352,TRUE
2996,-145.9648966,58.35058894,1,MDO1,MDO1,7/29/2020 21:50,211,18472.90906,2020,1,7/29/2020 12:30,7/30/2020 7:10,12.9639545,139.2399039,-6.42,6,496,64.54078727,485601.7212,0.617165476,11.72999264,689.9716196,0,14.44999981,0.109999999,12.3615,2.088499809,0.837200551,0.809615516,0.677810556,18472.90994,7,14.44999981,-5.485,0.826984559,TRUE
3218,-146.7420186,58.29896863,1,MDO1,MDO1,7/30/2020 9:53,212,18473.41216,2020,2,7/30/2020 7:06,7/30/2020 12:40,-123.8877134,110.6679932,-5.96,7,218,-41.38194543,271455.1915,0.563916921,6.178806347,732.2212314,0,14.7699995,0.129999995,14.29,0.479999504,0.985139246,1,0.985139246,18473.41209,7,14.5,-5.29,0.97976573,TRUE
3962,-146.0868445,58.12112896,1,MDO1,MDO1,7/30/2020 21:50,212,18473.90997,2020,1,7/30/2020 12:42,7/31/2020 6:58,244.0219432,-195.5975469,-5.8,8,462,77.27377237,228770.0383,0.522709792,5.409647476,704.8211529,0,14.73999977,0.119999997,14.29,0.449999771,0.989008017,1,0.989008017,18473.91025,7,14.53999996,-5.13,0.98022255,TRUE
4457,-146.2183211,58.1956943,1,MDO1,MDO1,7/31/2020 9:51,213,18474.41007,2020,2,7/31/2020 7:00,7/31/2020 12:41,-72.3799269,163.6766443,-5.99,9,457,103.6184186,448145.5284,0.456038039,10.82019886,690.2915777,0,14.71999931,0.170000002,12.537,2.182999313,0.817271426,0.136825945,0.111823935,18474.4106,7,14.5899992,-5.125,0.820715289,TRUE
4614,-145.0255748,58.22307115,1,MDO1,MDO1,7/31/2020 21:46,213,18474.90707,2020,1,7/31/2020 12:50,8/1/2020 6:42,673.2548494,-640.5726338,-4.92,10,114,40.87222351,90814.18771,0.546449365,2.114147018,715.9245702,0,14.5199995,0.25999999,12.537,1.982999504,0.829955739,1,0.829955739,18474.90726,7,14.53999996,-5.025,0.829955739,TRUE
