,lon,lat,CP_Site,SiteType,BroadSiteType,dtime,doy,jday,year,type,tFirst,tSecond,tFirst.err,tSecond.err,sun.elev,step,iteration,bearing,distance,frac.timedry,speed,timediff,sat.ice,sat.sst,sat.sst.err,tag.sst,sst.diff,wsst,wspeed,wrel,jday2,month,median.sat.sst,median.sun.elev,median.wrel,optional
361,-147.7481329,57.94651359,1,MDO1,MDO1,7/31/2018 9:57,212,17743.41556,2018,2,7/31/2018 7:08,7/31/2018 12:46,-107.3147274,-13.44065739,-6.22,1,361,-152.7393792,181945.4204,0.464641918,0.284003899,10677.40157,0,11.85999966,0.149999991,13.398,-1.538000343,0.868199744,1,0.868199744,17743.41486,7,12.26499939,-5.355,0.89938069,TRUE
830,-146.3336003,57.74302931,1,MDO1,MDO1,7/31/2018 21:51,212,17743.90834,2018,1,7/31/2018 12:56,8/1/2018 6:47,587.1211606,-143.0493153,-5.1,2,330,113.2618938,99288.76723,0.244041601,2.318167186,713.8453159,0,11.82999992,0.179999992,13.398,-1.568000076,0.860463934,1,0.860463934,17743.91091,7,12.09000015,-4.525,0.849705221,TRUE
1089,-145.8799617,57.48273704,1,MDO1,MDO1,8/1/2018 9:49,213,17744.40834,2018,2,8/1/2018 6:51,8/1/2018 12:48,126.3728872,96.464091,-5.98,3,89,168.4304249,234074.1505,0.298937657,5.442261256,716.8409708,0,11.89999962,0.129999995,12.234,-0.334000381,0.990605497,1,0.990605497,17744.40963,8,11.98999977,-4.96,0.921476145,TRUE
1599,-145.4634641,57.63828921,1,MDO1,MDO1,8/1/2018 21:48,213,17744.90689,2018,1,8/1/2018 12:59,8/2/2018 6:37,771.6003754,-500.7507684,-4.79,4,99,-63.96840986,154899.0917,0.258141919,3.539953902,729.2895898,0,11.01000023,0.140000001,12.234,-1.223999771,0.915500657,1,0.915500657,17744.90845,8,11.89999962,-4.985,0.909362355,TRUE
2106,-146.5840814,57.48443157,1,MDO1,MDO1,8/2/2018 9:52,214,17745.41207,2018,2,8/2/2018 6:36,8/2/2018 13:08,-504.6682784,413.2834138,-4.58,5,106,-65.92313278,195010.701,0.322581674,4.441091411,731.8422546,0,12.38000011,0.149999991,13.138,-0.757999886,0.959797772,1,0.959797772,17745.41154,8,12.25499964,-4.355,0.906153028,TRUE
2992,-146.3728008,57.26043633,1,MDO1,MDO1,8/2/2018 21:51,214,17745.91043,2018,1,8/2/2018 13:03,8/3/2018 6:39,135.3929739,-48.7715518,-5.22,6,492,-118.5086232,105586.5305,0.357106952,2.423558717,726.1121823,0,12.23999977,0.189999998,13.138,-0.898000229,0.936564953,1,0.936564953,17745.91093,8,12.30999947,-4.495,0.878918303,TRUE
3247,-146.9454269,57.18805488,1,MDO1,MDO1,8/3/2018 9:53,215,17746.4139,2018,2,8/3/2018 6:39,8/3/2018 13:08,-84.7870924,-158.4723799,-5.11,7,247,117.3725718,236903.069,0.338315885,5.59230635,706.0386604,0,13.73999977,0.25,13.25,0.489999771,0.943824948,1,0.943824948,17746.41249,8,12.82999992,-4.195,0.926443777,TRUE
3852,-147.7120817,57.07685785,1,MDO1,MDO1,8/3/2018 21:57,215,17746.91576,2018,1,8/3/2018 13:12,8/4/2018 6:41,67.17073308,-268.6561535,-5.24,8,352,-123.3911795,85099.17757,0.101854959,1.957266204,724.6431901,0,13.19999981,0.219999999,13.25,-0.050000191,0.964491331,1,0.964491331,17746.91459,8,12.60999966,-4.455,0.900225149,TRUE
4495,-147.1818414,57.29550494,1,MDO1,MDO1,8/4/2018 9:54,216,17747.41231,2018,2,8/4/2018 6:47,8/4/2018 13:02,66.11492688,67.56759734,-5.95,9,495,147.6530327,165592.5869,0.236542666,3.864952307,714.0777502,0,13.00999928,0.170000002,13.072,-0.062000725,0.980182807,1,0.980182807,17747.41309,8,12.82999992,-5.16,0.934796694,TRUE
4891,-148.3342422,57.66214746,1,MDO1,MDO1,8/4/2018 21:59,216,17747.91731,2018,1,8/4/2018 13:07,8/5/2018 6:51,352.402712,-535.3132975,-5.8,10,391,-20.7805947,77925.68599,0.325321955,1.799325711,721.8045212,0,11.34000015,0.170000002,13.072,-1.731999847,0.83516473,1,0.83516473,17747.91626,8,12.05000019,-5.705,0.866781113,TRUE
